"Ayat_id","mm_Translation","multi_ayats"
1,"အကျိုးဆက်အဖြစ် ပုံပေါ်မည့်အဖြစ်အပျက် သက်ရောက်လာသောအခါ၊ 1744 ယင်းအဖြစ်အပျက်၌ လွဲမှားသည်ဟူ၍ မရှိချေ။ (တစ်နည်း) ယင်းအဖြစ်အပျက်ကို မဟုတ်မမှန်ဟူ၍ ငြင်းဆန်နိုင်မည် မဟုတ်ပေ။","1-2"
3,"နိမ့်ကျသွားမည့်သူများနှင့် ချီးမြှောက်ခံရမည့်သူများ (ဟူ၍ ဖြစ်ပေါ်လာမည်)။ 1745",""
4,"အောက်ခြေ လူတန်းစားများသည် လှုပ်နှိုးခြင်းအားဖြင့် နိုးထစေခြင်းကို ခံကြရသောအခါ၊ အာဏာရှင် များသည် ကြေမွ ပျက်သုဉ်းသွားကြရမည်။ သို့ဖြစ်ရာ သူတို့သည် လွင့်ပါးနေသော ဖုန်မှုန့်များပမာ ဖြစ်သွားကြအံ့။ 1746","4-6"
7,"သင်တို့သည် အုပ်စုသုံးစု (တစ်နည်း) အမျိုးအစားသုံးရပ် 1747 ဖြစ်သွားကြပေမည်။",""
8,"လက်ယာဘက်သားများ (ဝါ) မင်္ဂလာရှိသော* အုပ်စုမှာ မည်သို့ ရှိကြသနည်း။@*[(اَلْمَيْمَنَةُ) [‘မိုက်ယ်မနဟ်’ “လက်ယာဘက်သားများ” (ဝါ) “မင်္ဂလာရှိသောအုပ်စု” နှင့်ပတ်သက်၍ [19:52] တွင် လေ့ လာနိုင်ပါသည်။]#[ဆက်စပ်အာယဟ် [56:27]]",""
9,"လက်ဝဲဘက်သားများ (ဝါ) မင်္ဂလာကင်းမဲ့သော အုပ်စုမှာ မည်သို့ ရှိကြသနည်း။",""
10,"ရှေ့သို့ တက်လှမ်းသောသူတို့သည်ပင် ရှေ့သို့ တက်လှမ်းနိုင်ပေမည်။ သူတို့သည် (အလ္လာဟ်ပြဋ္ဌာန်းအပ်သော လူ့ဘဝ လမ်းမှန်နှင့်) နီးကပ်သူများ ဖြစ်ကြ၏။ (တစ်နည်း) ရှေ့ဆုံးမှ ဦးဆောင်သောသူတို့ သည်ကား ဦးဆောင်မြဲ ဦးဆောင်လျက် ရှိကြ၍ နီးစပ်သောသူများသာ ဖြစ်ကြ၏။ 1748","10-11"
12,"သူတို့သည် ဘဝ၏ စည်းစိမ်ချမ်းသာ၊ ကောင်းကျိုးများနှင့် ပြည့်စုံသော* ဂျန္နားသ် (ဥယျာဉ်များ) ၌ ရှိ ကြမည်။@*[1:6]",""
13,"ရှေးသူတို့ (ဝါ) ဦးသောသူတို့မှ အုပ်စုကြီးတစ်စု ရှိပေမည်။",""
14,"နှောင်းသူတို့ (ဝါ) နောက်ကျသောသူတို့မှ အနည်းငယ်သာ ရှိပေမည်။ 1749",""
15,"သူတို့သည် ကျောက်သံပတ္တမြား စီ၍ မြှုပ်ထားသော (တစ်နည်း) အံဝင်ဂွင်ကျ စီမံထားသော သလွန် များထက်ဝယ် မှီအုံးများကို မှီ၍ မျက်နှာချင်းဆိုင် ရှိနေကြမည်။*@* [52:20] အောက်ခြေ မှတ်ချက်တွင် ကြည့်။ အလားတူ အသုံးအနှုန်းများကို [15:47] [18:31] [36:56] စသည်တို့တွင်လည်း တွေ့နိုင်သည်။]","15-16"
17,"တည်တံ့မြဲမြံစွာ ရှိနေကြမည့် လူငယ်များ (ဝါ) သားမြေးများသည် စီးဆင်းလျက် ရှိသော စမ်းရေ (ထည့်ထားသည့်) ဖလားများ၊ ရေတကောင်းများနှင့် ခွက်များကို ကိုင်၍ သူတို့ထံသို့ လှည့်လည်လျက် ရှိကြပေမည်။*@*[ဤအာယဟ်နှင့် ပတ်သက်၍၊ [13:23] [37:45] အောက်ခြေ (၁၄၉၆)၊ [52:21-24] စသည်တို့ကို တွဲဖက် လေ့လာပါရန်]#[ဆက်စပ်အာယဟ် [76:19]]","17-18"
19,"ထို (သောက်သုံးရာ) ကြောင့် သူတို့သည် ခေါင်းခဲခြင်း-ခေါင်းအုံခြင်း ဖြစ်ကြမည် မဟုတ်ပေ။ ထို့ပြင် ၎င်းသည် ကုန်ခမ်းသွားမည်လည်း မဟုတ်ပေ။ (တစ်နည်း) ထို (သောက်သုံးရာ၏ အရသာ) ၌ ပေါ့သွား သည်လည်း မရှိချေ။*@* [ဤအာယဟ်နှင့် ပတ်သက်၍ [37:47] အောက်ခြေ (၁၄၉၇) တွင် ကြည့်ပါရန်]#[ဆက်စပ်အာယဟ်များ [37:47] [47:15] [52:23] [56:18] [83:25-26]]",""
