"Ayat_id","mm_Translation","multi_ayats"
1,"စကြဝဠာနှင့် ကမ္ဘာဂြိုဟ်အား ဖြစ်ထွန်းစေ၍ အမှောင်ထုနှင့် အလင်းရောင်ကို စီမံသော အရှင် (၏ စီမံ မှု) သည် အံ့မခန်းဖွယ် (တစ်နည်း) ချီးမွမ်းဖွယ် ဖြစ်၏။ ယင်းလက်ရာရှင် သည်ကား အလ္လာဟ်ပင် ဖြစ်၏။ * သို့ပါလျက် သွေဖည်ဆန့်ကျင်သူတို့သည် သူတို့အား ပျိုးထောင် မှုစနစ် အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင် (၏ပြဋ္ဌာန်းမှု) တွင် ဂုဏ်ရည်တူများ ပြုလုပ်ကြ၏။ @*[1:1]",""
2,"အရှင်သည် သင်တို့အား (မြေဆီမြေနှစ်ရှိသော) မြေ (တစ်နည်း) သက်မဲ့မှ ဖြစ်ထွန်း စေခဲ့၏။ ထို့နောက် သက်တမ်းကို ပြဋ္ဌာန်းပေးခဲ့၏။ အရှင်၏ ဥပဒေသနှင့်အညီ (လူတစ်ဦး ချင်းအတွက် သက်တမ်း ရှိသကဲ့သို့ လူမျိုးစုများအတွက်လည်း) သက်တမ်း သတ်မှတ်ပြီး ဖြစ်၏။ သို့ပါလျက် သင်တို့သည် သံသယ ဖြစ်ကြ၏။ (တစ်နည်း) ငြင်းခုံကြ၏။",""
3,"စင်စစ် အလ္လာဟ်သည်ပင် စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့၏ အရှင်ဖြစ်သည်။ အရှင် (၏ သိမှုဥပဒေသ) သည် သင်တို့ လျှို့ဝှက်ထားရာများ၊ ထင်ရှားစေရာများနှင့် သင်တို့ ဆည်းပူးရာ များကို လွှမ်းခြုံ သိရှိ၏။",""
4,"သူတို့ထံ သူတို့အား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေသောအရှင်၏ အာယားသ် (သက်သေပြ လမ်းညွှန်များ) အနက်မှ ရောက်ရှိလာသော မည်သည့်အာယဟ် (သက်သေပြလမ်းညွှန်) ကိုမဆို သူတို့သည် မျက်နှာလွှဲ၍ ကျောခိုင်းခဲ့ကြ သည်သာ ဖြစ်၏။",""
5,"သို့ဖြစ်ရာ သူတို့သည် မိမိတို့ထံ အမှန်တရား ရောက်ရှိလာသောအခါ၊ မဟုတ်မမှန်ဟူ၍ အမှန်ပင် စွပ်စွဲ ခဲ့ကြ၏။ သို့ဖြစ်ရာ မကြာမီ သူတို့ ပြက်ရယ် ပြုလေ့ရှိကြသော အရာ၏ သတင်း အမှန်သည် သူတို့ထံ ရောက်ရှိလာအံ့။",""
6,"ငါသည် သူတို့မတိုင်မီ မည်မျှသော လူမျိုးစုတို့အား (မိမိ၏ ဥပဒေသနှင့်အညီ) တိမ်ကော စေခဲ့သည်ကို သူတို့ မသုံးသပ်၊ မစူးစမ်းခဲ့ကြလေသလော။ ငါသည် သူတို့အား မြေကမ္ဘာ၌ အခြေချ တည်မြဲစေခဲ့သည့် နည်းမျိုးဖြင့် သင်တို့အား အခြေချ တည်မြဲစေခဲ့သည် မဟုတ်ပေ။ ငါသည် သူတို့အပေါ်၌ ကောင်းကင်မှ သည်းထန်စွာ မိုးရွာသွန်းစေခဲ့၏။ သူတို့အောက်မှ မြစ်ချောင်း များကိုလည်း စီးဆင်းစေခဲ့၏။ ထို့နောက် ငါသည် သူတို့၏ ပြစ်မှုများကြောင့် သူတို့ကို (မိမိ၏ ဥပဒေသနှင့်အညီ) တိမ်ကောစေခဲ့၏။ သူတို့၏ နောက်တွင် အခြား မျိုးဆက်သစ်တို့ကို ပေါ်ထွန်းစေခဲ့၏။ 579",""
7,"အကယ်၍ ငါသည် သင့်ထံသို့ စာရွက်၌ ရေးပြီးသားဖြစ်သော ကျမ်းတစ်စောင်ကို* ပို့ချပေး၍၊ သူတို့က ၎င်းကို မိမိတို့လက်များဖြင့် ထိတွေ့ရလျှင်လည်း (အမှန်တရားကို) သွေဖည်သော သူတို့က “ဤသည် ထင်ရှားသော လှည့်စားမှုသာ ဖြစ်သည်” ဟု အမှန်ပင် ဆိုကြပေ မည်။ 580 @[4:153]",""
8,"သူတို့က “(ရစူလ်) နှင့်အတူ မလတ်က်တစ်ပါး 581 အဘယ်ကြောင့် မလာရောက် သနည်း” ဟု ပြောဆိုကြ၏။ အကယ်၍ ငါသည် မလတ်က်တစ်ပါးကို စေလွှတ်ခဲ့လျှင် ကိစ္စရပ်သည် စီရင်ပြီး ဖြစ်ပေမည်။ ထို့နောက် ရွှေ့ဆိုင်းခွင့် ရှိတော့မည် မဟုတ်။",""
9,"အကယ်၍ ငါသည် သူ (ရစူလ်) အား မလတ်က်တစ်ပါး အဖြစ်* ပြုလုပ်လျှင်လည်း လူသားအဖြစ်ပင် စီမံမည်ဖြစ်၏။ 582 သို့ဖြစ်ရာ ငါသည် သူတို့ ကျရောက်လျက်ရှိသော ဒွိဟ သံသယ၌ပင် သူတို့အား ထပ်မံ ကျရောက်စေမည်။@*[6:8]",""
10,"စင်စစ် သင့်အလျင်က ရစူလ်တို့သည်လည်း ပြက်ရယ်ပြု ခံကြရသည်သာ ဖြစ်၏။ သို့ဖြစ်ရာ ပြက်ရယ် ပြုသော သူတို့အား ထိုပြက်ရယ်ပြုမှု (ကြောင့်ဖြစ်ပေါ်သော ပြစ်ဒဏ်) သည်ပင် လွှမ်းမိုးလိုက်၏။",""
11,"သင်သည် “မဟုတ်မမှန်ဟု စွပ်စွဲကြသော သူတို့၏ အကျိုးဆက်သည် မည်သို့ ဖြစ်ခဲ့သည် ကို သင်တို့ ကမ္ဘာပတ်၍ ကြည့်ကြလော့” ဟု ပြောဆိုပါလေ။",""
12,"သင်သည် “စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တွင် ရှိသမျှတို့ကို မည်သူ လွှမ်းမိုး ချုပ်ကိုင်ထား သနည်း” ဟု မေးမြန်းပါလေ။ “ (ရှိသမျှတို့သည်) အလ္လာဟ်၏ အာဏာစက် အောက်၌သာ ရှိသည်” ဟု ဖြေကြားလော့။ အလ္လာဟ်သည် မိမိအပေါ်၌ ‘ရဟ်မဟ်’ (လုံခြုံမှု ပါဝင်သော ထောက်ပံ့ မြှင့်တင်မှုတို့ကို) ပြဋ္ဌာန်းထား၏။ သံသယဖြစ်ဖွယ် အလျှင်းမရှိသော ကိယာမဟ် (ရလဒ်များ အပြည့်အဝ ပုံပေါ်လာမည့်) ကာလ၌ အရှင်သည် သင်တို့အား စုရုံးမည် ဖြစ်၏။ မိမိတို့ကိုယ်ကို နစ်နာဆုံးရှုံးစေသော သူတို့သည် (ဤသည်ကို) ယုံကြည်ကြမည် မဟုတ်ပေ။@[ဆက်စပ်အာယဟ် [29:61]]",""
13,"ညဥ့်နှင့် နေ့တွင် တည်ရှိနေသမျှတို့ သည်လည်း အလ္လာဟ်၏ အာဏာစက် အောက်၌ ရှိကြ၏။ အရှင်၏ ကြားမှုနှင့် သိမှုတို့ (မှ မည်သည့်အရာမျှ ကင်းလွတ်သည် ဟူ၍ မရှိပေ)။",""
14,"သင် ပြောကြားလော့၊ “ကျွန်ုပ်သည် စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့ကို စတင်ဖြစ်ထွန်း စေသော အလ္လာဟ်မှအပ အခြားသူကို ကူညီစောင်မသူအဖြစ် ရွေးချယ် လက်ခံရပါ မည်လော။ အရှင်သည် ကျွေးမွေးစောင့်ရှောက်သူ ဖြစ်၍၊ ကျွေးမွေး စောင့်ရှောက်ခံ မဟုတ်ပေ။” သင်ပြောလော့။ “ကျွန်ုပ်သည် ပထမဦးဆုံး မုစ်လင်မ် (ငြိမ်းချမ်းမှုကို ဖော်ဆောင်သူ) ဖြစ်ရန်နှင့် (အရှင့်လမ်းညွှန်မှု၌) ထွေးရောယှက် တင်ပြု၍ လိုက်နာသူများတွင် အပါအဝင် မဖြစ်ရန် အမှန်ပင် ညွှန်ကြားခံရ၏။”@[ဆက်စပ်အာယဟ် [6:164]]",""
15,"သင် ပြောကြားလော့၊ “ကျွန်ုပ်သည် မိမိအား ပျိုးထောင်မှု စနစ်နှင့် အညီ ဖွံ့ဖြိုးစေသော အရှင် (၏ ညွှန် ကြားချက်) ကို ဖီဆန်ခဲ့လျှင် ကြီးကျယ်သော ကာလ (ရလဒ်များ ဖြစ်ပေါ်သော ကာလ) ၏ ပြစ်ဒဏ်ကို အမှန်ပင် စိုးရိမ်ပါ၏။”",""
16,"ထိုကာလတွင် မည်သူမဆို ယင်း (ပြစ်ဒဏ်) မှ ဖယ်ရှားခံရလျှင် အမှန်ပင် သူ့အား အရှင်က ရဟ်မဟ် (လုံခြုံမှု ပါဝင်သော ထောက်ပံ့မြှင့်တင်မှု အောက်တွင်) ခိုလှုံစေခြင်းပင် ဖြစ်၏။ စင်စစ် ဤသည် ထင်ရှားသော အောင်မြင်မှုပင် ဖြစ်၏။",""
17,"အလ္လာဟ်က သင့်၌ ဆုံးရှုံးနစ်နာမှု တစ်စုံတစ်ရာ သက်ရောက် စေလျှင် အရှင်မှတစ်ပါး ဖယ်ရှားပေးမည့်သူ ဟူ၍ အလျှင်း မရှိချေ။ ထို့ပြင် ကောင်းကျိုး တစ်စုံတစ်ရာကို သက်ရောက် စေလျှင်လည်း (ပျက်ပြားစေနိုင်သူ ဟူ၍ ရှိမည် မဟုတ်ပေ)။ 583 အလ္လာဟ်သည် အရာခပ်သိမ်း အပေါ် အတိုင်းအတာ သတ်မှတ်ချက်များနှင့် အညီစနစ်တကျ ချုပ်ကိုင်ထား ၏။",""
18,"ထို့ပြင် အရှင်သည် မိမိဩဇာခံများအပေါ် ဩဇာ လွှမ်းမိုးသောအရှင် ဖြစ်၏။ စင်စစ် အရှင်သည် ဆင် ခြင်ဉာဏ်နှင့် သတင်းအချက်အလက်တို့၏ အရင်းအမြစ်ပင် ဖြစ်၏။",""
19,"သင် ပြောလော့၊ “သက်သေခံမှု (တစ်နည်း) စောင့်ကြပ် ကြည့်ရှုမှုတွင် မည်သူသည် အကြီးမြတ်ဆုံး ဖြစ်သနည်း။” သင် ပြောလော့၊ “ကျွန်ုပ်နှင့် သင်တို့အကြား အလ္လာဟ်သည်ပင် သက်သေ (တစ်နည်း) စောင့်ကြပ် ကြည့်ရှုသူ ဖြစ်၏။ ဤကုရ်အာန်သည် သင်တို့နှင့် ဤ ကုရ်အာန် ရောက်ရှိရာ နေရာတိုင်းရှိ သူတို့အား သတိပေး နှိုးဆော်ရန် ကျွန်ုပ်ထံ ဝဟ်ယ်-လျှို့ဝှက်စွာ ဆက်သွယ်ချမှတ် ခံခဲ့ရ၏။ 584 သင်တို့ အလ္လာဟ်နှင့်အတူ အခြား အားကိုးရာများ ရှိသည်ဟု အမှန်တကယ်ပင် သက်သေခံ ကြမည်လော။” သင်သည် “ကျွန်ုပ် သက်သေခံမည် မဟုတ်” ဟု ပြောလော့။ သင်သည် “အရှင်သည်သာ တစ်ဆူတည်း သော အားထားခိုလှုံရာ (တစ်နည်း) လွှမ်းမိုး အုပ်ချုပ်သော အရှင်ဖြစ်ပြီး၊ ကျွန်ုပ် သင်တို့ ထွေးရောယှက်တင်ပြု၍ နာခံသော အရာများမှ လွတ်ကင်းသူ ဖြစ်သည်” ဟု ပြောကြားလော့။",""
20,"ငါအရှင် (ရှေး) ကျမ်းကို ပေးအပ်ခဲ့သော သူတို့သည် ထို (ကုရ်အာန်) အား မိမိတို့၏ သားသမီးများကို မှတ်မိ သကဲ့သို့ မှတ်မိကြ၏။ မိမိတို့ကိုယ်ကို နစ်နာဆုံးရှုံးစေသော သူတို့သည် (ဤကုရ်အာန်ကို) ယုံကြည်ကြမည် မဟုတ်ပေ။",""
21,"စင်စစ် အလ္လာ့ဟ်အပေါ် မုသားကို လီဆယ်၍၊ အလ္လာဟ်၏ အာယားသ် (သက်သေပြလမ်းညွှန်များ) ကို မမှန်မကန် ဖြစ်စေရန် ဖန်တီးသော သူထက် မတရား ကျူးကျော်သူ မည်သူရှိ အံ့နည်း။ အမှန်စင်စစ် မတရား ကျူးကျော်သော သူတို့သည် အောင်မြင်ကြမည် မဟုတ်ပေ။",""
22,"သူတို့အားလုံးကို ငါ စုရုံးသောနေ့တွင်၊ ယှဉ်တွဲအားထားသူများအား “သင်တို့ ထင်မြင်ယူဆကြသော သင်တို့၏ ယှဉ်တွဲရာများ အဘယ်မှာနည်း” ဟု မေးမြန်းအံ့။#[ဆက်စပ်အာယဟ် [16:27]]",""
23,"တစ်ဖန် သူတို့သည် “ကျွန်ုပ်တို့၏ အရှင်ဖြစ်သော အလ္လာ့ဟ်အား တိုင်တည်၍ ဆိုကြအံ့။ ကျွန်ုပ်တို့သည် ယှဉ်တွဲ အားထားသူများ မဟုတ်ကြပါ” ဟု ပြောဆိုခြင်းမှအပ အကြောင်းပြ နိုင်ကြမည် 585 မဟုတ်ပေ။",""
24,"မိမိတို့ကိုယ်ကို မည်သို့ လိမ်လည် လှည့်ဖြား ကြသည်ကို သင်ကြည့်ပါလေ။ စင်စစ် သူတို့ လီဆယ်ဖန် တီးထားသော အရာများသည် သူတို့ထံမှ ပပျောက်သွားကြမည်။",""
