"Ayat_id","mm_Translation","multi_ayats"
1,"အလ္လာဟ်၏ ပြဋ္ဌာန်းချက် ရောက်လာပြီ။ 1054 သို့ဖြစ်ရာ သင်တို့ ၎င်းကို အလျင်စလို မတောင့်တကြနှင့်။ အရှင်သည် ချို့တဲ့မှုများမှ ကင်းစင်၍၊ သူတို့ ထွေးရောယှက်တင်ပြု၍ နာခံကြသော အရာတို့ထက် အတိုင်းမသိ မြင့်မြတ်လှ၏။",""
2,"အရှင်သည် မိမိဩဇာခံများအနက် စံချိန်ပြည့်မီသူတို့ထံသို့ ရူးဟ် (ဆင်ခြင်မှုအခြေခံသော လူ့ဘဝ လမ်း ညွှန်) နှင့်အတူ မလာအိကဟ် (တုံ့ပြန်ရလဒ်ကို ဖြစ်ထွန်းစေသော နိယာမ စွမ်းအားစုများ) ကို ချမှတ်၏။ 1055 “သင်တို့သည် ဧကန်စင်စစ် ငါမှအပ အားထားခိုလှုံရာ (တစ်နည်း) လွှမ်းမိုး အုပ်ချုပ်သောအရှင် မရှိကြောင်းနှင့် (ငါ၏ လမ်းညွှန်မှုနှင့်အညီ ကိုယ်ရည်ကိုယ်သွေးများကို) ထိန်းသိမ်းကြရန် သတိပေးနှိုးဆော် ကြလော့” (ဟု မိမိဩဇာခံများအား ညွှန်ကြား၏)",""
3,"အရှင်သည် စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့အား တိကျမှန်ကန်စွာ ဖြစ်ထွန်းစေခဲ့သည်။ အရှင်သည် သူတို့ ထွေးရောယှက်တင်ပြု၍ နာခံကြသော အရာတို့ထက် အတိုင်းမသိ မြင့်မြတ်လှ၏။",""
4,"အရှင်သည် လူသားကို သုက်ရည်တစက် (သို့မဟုတ်) ကလလရည်ကြည်မှ 1056 ဖြစ်ထွန်းစေခဲ့၏။ သို့ပါလျက် သူသည် (အရှင့်ပြဋ္ဌာန်းချက်များအား) ထင်ရှားစွာ အန်တုသူ ဖြစ်လာသည်။",""
5,"ထို့ပြင် အရှင်သည် (ကျွဲ၊ နွား အစရှိသော) တိရစ္ဆာန်များကိုလည်း ဖြစ်ထွန်းစေခဲ့၏။ ၎င်းတို့၌ သင်တို့အဖို့ အနွေးထည်များနှင့် အခြားအကျိုးခံစားမှုများ ရှိ၏။ ထို့ပြင် ထိုတိရစ္ဆာန်များကိုပင် သင်တို့ စားသုံးကြ၏။",""
6,"ထို့ပြင် ထိုတိရစ္ဆာန်များကို သင်တို့ ညနေချမ်းတွင် စားကျက်မှ ပြန်သွင်းလာကြသော အချိန်နှင့် နံနက် ယံတွင် စားကျက်သို့ လွှတ်ကြသောအချိန်တို့တွင် သင်တို့အဖို့ လှပတင့်တယ် နှစ်လိုဖွယ် ကြည်နူးမှု သည်လည်း ရှိ၏။",""
7,"ထို့ပြင် ထိုတိရစ္ဆာန်များသည် သင်တို့ အလွန်အမင်း ခဲယဉ်းစွာမှအပ မရောက်ရှိနိုင်သော ဒေသများသို့ သင်တို့၏ ဝန်စည်စလယ်များကို သယ်ပိုးပေးကြ၏။ ဧကန်အမှန် သင်တို့အား ပျိုးထောင်မှုစနစ်နှင့် အညီ ဖွံ့ဖြိုးစေသောအရှင်သည် ဆိုးကျိုးများကို တားဆီး၍၊* လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင်မှုကို စီမံသော အရှင် ဖြစ်၏။@* [22:65] အောက်ခြေ (၁၂၈၂)",""
8,"ထို့ပြင် မြင်းများ၊ လားများ၊ မြည်းများ စသည့်တိရစ္ဆာန်များကိုလည်း သင်တို့ စီးနင်းကြရန်နှင့် လှပ တင့် တယ် ခံ့ညားမှု ရှိစေရန် (အရှင်က စီမံထား၏)။ ထို့ပြင် သင်တို့ (ယခုတိုင်) မသိကြသေးသော အရာများကို လည်း ဖြစ်ထွန်းစေခဲ့၏။",""
9,"ဖြောင့်မှန်သောလမ်းကို ညွှန်ပြရန်မှာ အလ္လာ့ဟ်တာဝန် ဖြစ်၏။ (တစ်နည်း) ဖြောင့်မှန်သောလမ်းစဉ် ပေါ်လျှောက်လှမ်းခြင်းဖြင့် အလ္လာဟ်ပြဋ္ဌာန်းသည့် ပန်းတိုင်သို့ ရောက်ရှိပေမည်။ သို့ရာတွင် လမ်းများ အနက် (လူတို့ ဖန်တီးသော လမ်းစဉ်သည်) ကွေ့ကောက်လျက် ရှိ၏။ အကယ်၍ အရှင်က စံချိန်သတ် မှတ် ပြဋ္ဌာန်းပြီး ဖြစ်လျှင် သင်တို့အားလုံးကို ဘဝလမ်းမှန်အပေါ် ရောက်ရှိစေပြီး ဖြစ်ပေမည်။*@* [10:99] အောက်ခြေ (၉၀၉)",""
10,"အရှင်သည်ပင်လျှင် သင်တို့အဖို့ ကောင်းကင်ယံမှ ရေကို ရွာသွန်းချစေ၏။ ထိုရေမှ သင်တို့ သောက် သုံးကြ၏။ ထိုရေမှပင် (စားကျက်များ ဖြစ်ပေါ်စေရန်) အပင်များကို ဖြစ်ထွန်းစေရာ၊ သင်တို့သည် (တိရစ္ဆာန် များကို) ကျက်စားရန် လွှတ်ထားကြ၏။",""
11,"အရှင်သည် သင်တို့အဖို့ ထိုရေဖြင့် လယ်ယာကိုင်းကျွန်းများ၊ သံလွင်ပင်များ၊ စွန်ပလွံပင်များ၊ စပျစ်ပင် များနှင့် သစ်သီးဝလံ အမျိုးမျိုးတို့ကို ပေါက်ရောက်စေ၏။ ဧကန်အမှန် ဤသည်၌ ဆင်ခြင်သုံးသပ်သူ တို့အဖို့ အာယဟ် (သက်သေလက္ခဏာ) သည်* အမှန်ပင် ရှိ၏။@*[10:1] အောက်ခြေ (၈၈၃)",""
12,"ထို့ပြင် အရှင်သည် သင်တို့အဖို့ နေ့နှင့်ည၊ နေနှင့်လတို့ကို နိယာမ စည်းမျဉ်းနှင့်အညီ နာခံစေ၏။ ထို့ ပြင် ကြယ်နက္ခတ်တို့သည်လည်း အရှင့်အစီအမံအားဖြင့် အသုံးချခံများ ဖြစ်၏။ ဧကန်စင်စစ် ဤသည်၌ အသိဉာဏ် ကို စေစားသူတို့အဖို့ အာယားသ် (သက်သေလက္ခဏာများ) သည် အမှန်ပင် ရှိ၏။",""
13,"ထို့ပြင် အရှင်သည် ကမ္ဘာဂြိုဟ်၌ သင်တို့အဖို့ အသွေးအရောင်အမျိုးမျိုး ကွဲပြားလျက်ရှိသော အရာ များကိုလည်း ဖြစ်ထွန်း တိုးပွားစေခဲ့၏။ ဧကန်အမှန် ဤသည်၌ (အရှင့်ပြဋ္ဌာန်းချက်များကို) အသိ တရားနှင့်ယှဉ်၍ နားလည်လို သူတို့အဖို့ အာယဟ် (သက်သေလက္ခဏာ) သည် အမှန်ပင် ရှိ၏။",""
14,"စင်စစ် အရှင်သည်ပင်လျှင် ပင်လယ်ကို နိယာမ စည်းမျဉ်းနှင့်အညီ နာခံစေခဲ့၏။ သင်တို့သည် ယင်း ပင်လယ်မှ လတ်ဆတ်သော အသားများကို စားသုံးနိုင်ကြရန်နှင့် မိမိတို့ ဆင်ယင်ကြသော လက်ဝတ် လက်စား များကို ထုတ်ယူ အသုံးချနိုင်ကြရန် ဖြစ်၏။ ထို့ပြင် သင်သည် ထိုပင်လယ်၌ ရေကို ခွဲ၍ သွား လာကြသော ရေယာဉ်များကို တွေ့မြင်ရ၏။ စင်စစ် သင်တို့ အလ္လာဟ်၏ ကျေးဇူးပြုမှုကို ရှာဖွေ ဆည်း ပူးကြရန်နှင့် မိမိတို့၏ ကြိုးစားအားထုတ်မှုကို ပုံပေါ်ဖြစ်ထွန်းလာစေရန် (စီမံထားခြင်းဖြစ်၏)။",""
15,"ထို့ပြင် ကမ္ဘာဂြိုဟ်သည် သင်တို့ကို သယ်ယူလျက် ပုံမှန် လည်ပတ်စေရန် ကျောက်လွှာထုကြီးများ၊ (တစ်နည်း) တောင်တန်းကြီးများကို အရှင်က စိုက်ထူခဲ့၏။ ထို့ပြင် သင်တို့ လိုရာပန်းတိုင်သို့ ရောက်ရှိ နိုင်ကြရန် မြစ်ချောင်းများနှင့် (သဘာဝ) လမ်းကြောင်းများကိုလည်း (စီမံထားရှိ၏)။@[ဆက်စပ်အာယဟ်များ [21:31] [31:10]]",""
16,"ထို့ပြင် (ထိုတောင်တန်းများကို) အမှတ်အသား မှတ်တိုင်များအဖြစ်လည်း စီမံထား၍၊ ကြယ်နက္ခတ် များဖြင့်လည်း (လူတို့သည်) လမ်းကို ရှာတွေ့ကြ၏။",""
17,"သို့ဖြစ်ရာ ဖြစ်ထွန်းစေသောအရှင်သည် ဖြစ်ထွန်းစေရန် မစွမ်းဆောင်နိုင်သော သူကဲ့သို့ ဖြစ်ပါမည် လော။ သို့ပါလျက် သင်တို့သည် (အရှိတရားများကို) သုံးသပ်၍ မဖော်ထုတ်ကြသလော။",""
18,"စင်စစ် သင်တို့သည် အလ္လာဟ်၏ ကျေးဇူးပြုမှုကို ရေတွက်ကြသည်ရှိသော် အပြီးသတ် ရေတွက်နိုင် ကြမည် မဟုတ်ပေ။* ဧကန်စင်စစ် အလ္လာဟ်သည် လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင်မှု (အားဖြင့်) အကာအကွယ် ပြုပေးသောအရှင် အမှန်ပင် ဖြစ်၏။@*[14:34] အောက်ခြေ (၁၀၁၆)",""
19,"ထို့ပြင် အလ္လာဟ်သည် သင်တို့ ထိန်ချန်ထားကြသည်တို့နှင့် ထင်ရှားစေကြသည်တို့ကို သိမှုဥပဒေဖြင့် မှတ်တမ်းတင်ထား၏။ 1057",""
20,"စင်စစ် သူတို့ အလ္လာ့ဟ်အား စွန့်၍၊ တမ်းတနေကြသော အရာများသည် တစ်စုံတစ်ရာကိုမျှ ဖြစ်ထွန်းစေကြသည် မဟုတ်ဘဲ၊ ကိုယ်တိုင်ပင် ဖြစ်ထွန်းခံများ ဖြစ်ကြ၏။",""
21,"သူတို့သည် ရှင်သန်မှုမဲ့လျက် သေနေသူများ ဖြစ်ကြ၏။ မည်သည့်အချိန်၌ ရှင်သန် နိုးကြားလာမည် ကိုပင် သူတို့ မသိကြချေ။ 1058",""
22,"သင်တို့၏ အားထားခိုလှုံရာ (တစ်နည်း) လွှမ်းမိုး အုပ်ချုပ်သောအရှင်သည် တစ်ပါးတည်းသာ ဖြစ်၏။ သို့ရာတွင် အနာဂတ်ကာလကို မယုံကြည်သောသူတို့၏ စိတ်နှလုံးများမှာ လက်မခံ ငြင်းဆန်ကြ၏။ စင်စစ် သူတို့သည် မာနထောင်လွှားသူများသာ ဖြစ်ကြ၏။",""
23,"မလွဲဧကန် အလ္လာဟ်သည် သူတို့ ထိန်ချန်ထားသည်တို့နှင့် ထင်ရှားစေသည်တို့ကို သိမှုဥပဒေဖြင့် မှတ်တမ်း တင်ထား၏။* စင်စစ်ဧကန် အရှင်သည် မာနထောင်လွှားသူတို့၏ ဆောင်ရွက်ချက်များမှ ရလဒ်ကောင်းများကို ဖြစ်ထွန်းစေသည် မဟုတ်ပေ။ @*[16:19] အောက်ခြေ (၁၀၅၇)",""
24,"ထို့ပြင် သူတို့ကို “အသင်တို့အား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေသောအရှင်က မည်သည်ကို ချ မှတ်ခဲ့သနည်း” ဟု မေးမြန်းသောအခါ၊ သူတို့က “ရှေးသူဟောင်းတို့၏ ဒဏ္ဍာရီ ပုံပြင်များဖြစ်သည်” ဟု ဖြေကြားကြ၏။",""
25,"သူတို့သည် ရလဒ်များ အပြည့်အဝ ပုံပေါ်လာမည့်ကာလ၌ မိမိတို့၏ ဝန်ထုပ်များကို အပြည့်အဝ ထမ်း ရွက်ကြရမည်။ စင်စစ် အချို့ဝန်ထုပ်များမှာ သူတို့ ပညာမဲ့စွာ လမ်းလွဲစေခဲ့သောသူတို့၏ အကျိုးဆက် ပင် ဖြစ်ပေမည်။ သူတို့ သယ်ပိုးကြသော ဝန်ထုပ်များမှာ အဘယ်မျှ ဆိုးယုတ်လှပေသနည်း။",""
26,"စင်စစ်ဧကန် သူတို့အလျင် ရှိခဲ့ကြသောသူတို့သည်လည်း ကြံစည်ခဲ့ကြ၏။ အလ္လာဟ်သည် သူတို့၏ (ကြံစည်မှု) အဆောက်အအုံကို အခြေအမြစ်မှ ပြိုပျက်စေခဲ့ရာ၊ သူတို့အထက်မှ အမိုးသည် သူတို့ အပေါ် ပြိုကျခဲ့၏။ စင်စစ် သူတို့ထံ ပြစ်ဒဏ်သည် မည်သည့်နေရာမှ သက်ရောက်လာသည်ကိုပင် သူတို့ သတိမမူမိကြ ချေ။ (တစ်နည်း) ပြစ်ဒဏ်သည် သူတို့ မထင်မှတ်သောနေရာမှ သက်ရောက်လာ တော့၏။",""
27,"တစ်ဖန် အရှင်သည် သူတို့အား ယောက်ဝ်မွတ်လ် ကိယာမဟ် (ရလဒ်များ အပြည့်အဝ ပုံပေါ်လာသော ကာလ) တွင် အရှက်ရစေမည်။ ထို့ပြင် အရှင်သည် “သင်တို့ ငါနှင့် ထွေးရောယှက်တင်ပြု၍ နာခံခဲ့ကြ သော အရာများသည် အဘယ်မှာနည်း။ သင်တို့ ထိုအရာများအား အကြောင်းပြု၍၊ (ငါ၏ စည်းမျဉ်းများကို) ဖီဆန်လျက် ရှိခဲ့ကြသည်” ဟု မေးမြန်းမည်။ (ဤအခြင်းအရာကို ကြည့်၍၊ ဝဟ်ယ် “ဘဝလမ်းညွှန်မှု” တည်းဟူသော) အသိပညာကို ချီးမြှင့်ခံကြရသောသူတို့က “ဧကန်စင်စစ် ယနေ့တွင် အရှက်တကွဲဖြစ်ခြင်းနှင့် အကြောင်းမလှခြင်းတို့မှာ လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်ကြသော သူတို့၌သာ ရှိမည်” ဟု ပြောဆိုကြပေမည်။",""
28,"မိမိတို့၏ ကိုယ်ရည်ကိုယ်သွေးများ ကျဆင်းစေသည့် မှောက်မှားမှုကို ကျူးလွန်ကြသောသူတို့၏ (ရှင်သန် နေမှုအား) ‘မလာအိကဟ်’ (တုံ့ပြန်ရလဒ်ကို ဖြစ်ထွန်းစေသော နိယာမ စွမ်းအားစုများ) က ရုပ်သိမ်း နေကြ စဉ်၊ 1059 သူတို့က “ကျွန်ုပ်တို့သည် အပျက်သဘောဆောင်သော မည်သည့်အမှုကိုမျှ မကျူးလွန်ကြဘဲ၊ ပြေငြိမ်းမှုကို ကမ်းလှမ်းခဲ့ကြပါသည်” (ဟု ဆိုခဲ့ကြ၏)။ ထိုသို့ အလျှင်း မဟုတ်၊ စင်စစ်ဧကန် သင်တို့ ပြုကျင့်သမျှကို အလ္လာဟ်၏ သိမှုဥပဒေ (တစ်နည်း) တုံ့ပြန်ရလဒ်က မှတ်တမ်း ပြုထားပြီး ဖြစ်ပေ သည်။",""
29,"သို့ဖြစ်ရာ ဂျဟန္နန်မ် (လူ့အရည်အသွေးကျဆင်းရာဌာန) ၏ တံခါးပေါက်များမှ ဝင်ရောက်၍ ကာလမဲ့ နေထိုင်ကြလော့။ စင်စစ် ဘဝင်မြင့်သူတို့၏ နေရာထိုင်ခင်းသည် ဆိုးရွားလှ၏။",""
