"Ayat_id","mm_Translation","multi_ayats"
1,"အို-နဗီ၊* သင်သည် အလ္လာ့ဟ် (စည်းမျဉ်းနှင့်အညီ မိမိ၏ ကိုယ်ရည်ကိုယ်သွေးကို) ထိန်းသိမ်းလော့။ ကာဖှိရ် (လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်သောသူ) တို့နှင့် မုနာဖှစ်က် (အယောင်ဆောင်သောသူ) တို့အား မနာခံနှင့်။ ဧကန်အမှန် အလ္လာဟ်သည် ဆင်ခြင် ဉာဏ်ပါဝင်သော အသိပညာ၏ အခြေအမြစ် ဖြစ်၏။@* [(نَبِيٌّ) ‘နဗီ’ ၏ သဘောတရားအတွက် [7:157] အောက်ခြေ (၇၂၄-၇၂၅) စသည်တို့နှင့် တွဲဖက်လေ့လာပါရန်]",""
2,"ထို့ပြင် သင်သည် မိမိအား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေသော အရှင့် ပြဋ္ဌာန်းချက် အရ သင့်အား ဝဟ်ယ်-လျှို့ဝှက် ဆက်သွယ် ညွှန်ကြားသော (လမ်းညွှန်မှု) ကို လိုက်နာလော့။ ဧကန်အမှန် အလ္လာဟ် သည် သင်တို့ ဆောင်ရွက်သမျှကို သတင်းအဖြစ် မှတ်တမ်းတင်ထား၏။",""
3,"ထို့ပြင် သင်သည် အလ္လာ့ဟ် (ဥပဒေသ) အပေါ် အားထား လိုက်နာပါလေ။ အလ္လာဟ် (၏ ဥပဒေသ) သည် အားထား လိုက်နာ ရန် လုံလောက်၏။ (တစ်နည်း) သင်သည် အလ္လာဟ် (ပြဋ္ဌာန်းသော လမ်းညွှန် မှု) အပေါ်၌ ယုံပုံအားထား လျှောက်လှမ်းပါလေ။ စင်စစ် အလ္လာဟ်သည် အရေးကိစ္စ အဝဝတို့ကို တာဝန်ယူသူအဖြစ် လုံလောက်၏။",""
4,"အလ္လာဟ်သည် လူတယောက်၏ ရင်ဘတ်၌ စိတ်နှလုံး နှစ်ခုကို စီမံထားသည် မဟုတ်ပေ။ ထို့ပြင် သင်တို့သည် (မိခင်နှင့် နှိုင်းယှဉ်ကာ) ဇိဟာရ် 1431 ပြုကြသော ဇနီးသည်တို့အားလည်း သင်တို့၏ မိခင် များအဖြစ် စီမံခဲ့သည် မဟုတ်ပေ။ (တစ်နည်း) သင်တို့သည် ဇိဟာရ် (မိခင်ကဲ့သို့ ဖြစ်သည်ဟု နှိုင်းယှဉ်ပြောဆိုကြသော) သင်တို့၏ ဇနီးသည်တို့အားလည်း (အမှန်တကယ်) မိခင်များဖြစ်စေခဲ့သည် မဟုတ်ပေ။ ထိုနည်းတူစွာ သင်တို့ သားဟု ရည်ညွှန်း ခေါ်ဆိုသော သူတို့ကိုလည်း သင်တို့၏ သားအရင်းအချာ များအဖြစ် စီမံခဲ့သည် မဟုတ်ပေ။ 1432 (တစ်နည်း) သင်တို့၏ မွေးစားသားများကို သားအရင်းအချာများ ဖြစ်စေခဲ့သည် မဟုတ်ပေ။ ဤသည်ကား သင်တို့၏ (စိတ်အလိုအတိုင်း) ပြောဆိုကြသော စကား များသာ ဖြစ်၏။ စင်စစ် အလ္လာဟ်သည် ပကတိအရှိတရားကိုသာ ဟုတ်တိုင်းမှန်ရာ မိန့်မှာ၍၊ (လူ့ဘဝနှင့် လိုက်ဖက်သော) လမ်းစဉ်သို့ ညွှန်ပြ၏။",""
5,"သူတို့အား သူတို့၏ ဖခင်များနှင့် ဆက်စပ်၍ ခေါ်ဝေါ်ကြလော့။ 1433 ဤသည် အလ္လာ့ဟ်ပြဋ္ဌာန်းချက်၌ သမာသမတ် အကျဆုံး ဖြစ်၏။ အကယ်၍ သင်တို့သည် သူတို့၏ ဖခင်များကို မသိခဲ့ကြလျှင် ဒီးန် (ဘဝ တည်ဆောက်မှုစနစ်အရ) သူတို့သည် သင်တို့၏ ညီအစ်ကိုများနှင့် ရဲဘော်ရဲဘက်များ ဖြစ်ကြ၏။ စင်စစ် သင်တို့အပေါ် သင်တို့ မေ့မှားခဲ့ကြသော ကိစ္စနှင့်စပ်လျဉ်း၍ အပြစ်မရှိချေ။ သို့သော် သင်တို့ စိတ်က ရည်ရွယ်၍ ပြုလုပ်ခဲ့ကြသည်ရှိသော် အပြစ်ထိုက်၏။ ဧကန်အမှန် အလ္လာဟ်သည် ကာကွယ်မှု နှင့် လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင်မှုအား စီမံသောအရှင်ပင် ဖြစ်၏။",""
6,"နဗီသည် မုအ်မင်န် (လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သောသူ) တို့အဖို့ မိမိတို့အသက်ထက် ပင် ပို၍ အလေးထား အပ်သူ ဖြစ်၏။ ထို့ပြင် သူ့ဇနီးသည်တို့သည် သူတို့အတွက် မိခင်များ ဖြစ်ကြ၏။ 1434 စင်စစ် အလ္လာ့ဟ်ဥပဒေ ကျမ်း (ဝါ) ပြဋ္ဌာန်းချက်အရ သားချင်းဖြစ်မှု အခွင့်အရေးသည် (တစ်နည်း) မွေးရာပါ အခွင့်အရေးသည် (အခြား) မုအ်မင်န်တို့နှင့် မုဟာ ဂျိရ် (စွန့်လွှတ်စွန့်စား ထွက်ခွာကြသူ) * တို့ ထက် အချင်းချင်း ပို၍ အလေးထားအပ်သောအရာ ဖြစ်၏။ 1435 **သို့သော် သင်တို့သည် မိမိတို့၏ မိတ်ဆွေများအား တရားစည်းကမ်း နှင့်အညီ ကျေးဇူးပြုလိုက ပြုနိုင်သည်။ ဤသည် ဥပဒေကျမ်း၌ မှတ်တမ်းတင်ထားပြီး ဖြစ်၏။@* [2:218] အောက်ခြေ (၂၅၉) #** [8:75]",""
7,"တစ်ချိန်တွင် ငါသည် နဗီများဖြစ်ကြသော၊ သင်၊ နူးဟ်၊ အိဗ်ရာဟီမ်၊ မူဆာ၊ မရ်ယန်မ်၏သား အီစာအပါအဝင် (ရှိသမျှသော နဗီအားလုံး) တို့ထံမှ ပဋိညာဉ် ယူခဲ့၏။ စင်စစ် ယင်းပဋိညာဉ်သည် ခိုင်မာသော ဝန်ခံချက်ပင် ဖြစ်၏။ (တစ်နည်း) ငါသည် သင်အပါဝင် နူးဟ်၊ အိဗ်ရာဟီမ်၊ မူဆာ၊ မရ်ယန်မ်၏ သား အီစာ အစရှိသည့် နဗီများနှင့်တကွ ကျန်နဗီများထံမှလည်း ခိုင်မာသော ပဋိညာဉ် ဝန်ခံချက်ကို ယူခဲ့၏။*@* [3:81]",""
8,"အရှင်သည် သစ္စာဝါဒီတို့အား သူတို့၏ သစ္စာရှိမှုကို ဖော်ထုတ်နိုင်ရန် စီမံထား၏။ စင်စစ် အရှင်သည် ကာဖှိရ် (လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်သောသူ) တို့အဖို့ နာကျင်ဖွယ် အရေးယူ ဒဏ်ခတ်မှုကို အသင့် ပြင်ဆင်ထား၏။ 1436",""
9,"အို-မုအ်မင်န် (လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သူ) တို့၊ သင်တို့အပေါ် အလ္လာဟ်ပြုခဲ့သော ကျေးဇူးကို ထုတ်ဖော် ကြလော့။ တစ်ချိန်တွင် သင်တို့ထံ စစ်တပ်များ ချီတက်လာကြသောအခါ ငါသည် သူတို့အပေါ်သို့ လေပြင်း (ဝါ) သင်တို့ မမြင်နိုင် သော စစ်သည်များကို စေလွှတ်ခဲ့၏။ 1437 စင်စစ် အလ္လာဟ်သည် သင်တို့ ဆောင်ရွက်သမျှတို့ကို သိမြင်မှု ဥပဒေသနှင့်အညီ မှတ်တမ်းတင်ထား၏။",""
10,"ထိုအခါ သူတို့သည် သင်တို့၏ အထက်၊ အောက် (လေးဘက်လေးတန်) မှ ချီတက်ခဲ့ကြရာ၊ သင်တို့၏ မျက်လုံးများ ပြူး လျက်၊ စိတ်နှလုံးများမှာလည်း လည်မျိုသို့ ဆို့လျက် ရှိကြ၏။ သင်တို့သည် အလ္လာဟ် နှင့်ပတ်သက်၍ ထင်မြင်ချက် အမျိုးမျိုးကို တွေးထင်နေကြ၏။@[ဆက်စပ်အာယဟ်များ [2:214] [3:141] [9:16] [29:2]]",""
11,"ထိုစဉ် မုအ်မင်န် (လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သောသူ) တို့သည် ပြင်းထန်သော တုန် လှုပ် (ဖွယ် ဘေးအန္တရာယ် များ) နှင့် ရင်ဆိုင်ခဲ့ကြရပြီး၊ တိမ်မြုပ်နေသော အရည်အချင်းများ ပေါ်ထွက် လာကြရန် အကြောင်းဖြစ်လာခဲ့၏။",""
12,"ထိုစဉ် မုနာဖှစ်က် (အယောင်ဆောင်) များ (ဝါ) နားလည်မှုစွမ်းရည်များ ဟန်ချက်ပျက်နေကြသောသူ တို့က “အလ္လာဟ်နှင့် အလ္လာ့ဟ်ရစူလ်တို့သည် ကျွန်ုပ်တို့အား ကတိပြုခဲ့ကြသည်မှာ ဖြားယောင်းခြင်း မျှ ဖြစ်ပေသည်” ဟု ဆိုကြအံ့။",""
13,"ထိုအခါ သူတို့အနက်မှ အုပ်စုတစ်စုက “အို-ယတ်စ်ရိဗ် (မဒီနဟ်) သားတို့၊ သင်တို့အဖို့ ရပ်တည်ရာဟူ၍ အလျှင်း မရှိတော့ပြီ။ သို့ဖြစ်ရာ ပြန်ကြပါစို့” ဟု ဆိုကြ၏။ ထို့ပြင် သူတို့မှ အုပ်စုတစ်စုသည် “ဧကန်ပင် ကျွန်ုပ်တို့၏ အိမ်များမှာ လုံခြုံမှု မဲ့နေပြီ” ဟု ဆိုကာ နဗီ၏ ထံတွင် ခွင့်တောင်းနေကြ၏။ စင်စစ် ထိုအိမ်များမှာ လုံခြုံမှု မဲ့နေသည် မဟုတ်ပေ။ စင်စစ် သူတို့သည် ရှောင်ပြေးဖို့ရန် ကြံရွယ်ခြင်းသာလျှင် ဖြစ်၏။",""
14,"(မဒီနဟ်မြို့) ၏ ဘေးပတ်ဝန်းကျင်မှ ဝင်ရောက်လာမည့် (အဖျက်သမားများ) က ဖျက်ဆီးမှုကို ပြုလုပ် ကြရန် တောင်းဆိုလာ ကြလျှင် သူတို့သည် ယင်း (အိမ်များ) ၌ ဆိုင်းငံ့ မနေကြဘဲ ဖျက်ဆီးမှု ပြုလုပ်ရန် လက်ခံကြမည်သာ ဖြစ်၏။",""
15,"ဧကန်စင်စစ် သူတို့သည် ကျောခိုင်း ထွက်ပြေးကြမည်မဟုတ်ဟု သည့်မတိုင်မီကပင် အလ္လာ့ဟ်အား ကတိပြုခဲ့ကြပြီး ဖြစ်၏။ စင်စစ် အလ္လာ့ဟ်အား ပေးခဲ့သော ကတိသည် စစ်ကြောခံရမည် ဖြစ်၏။",""
16,"သင် ပြောလော့၊ “သင်တို့သည် သေခြင်းမှလည်းကောင်း၊ အသတ်ခံရမည့် အရေးမှ လည်းကောင်း ထွက်ပြေးခြင်းသည် သင်တို့အား လုံးဝ အကျိုးဖြစ်စေမည် မဟုတ်ပေ။ စင်စစ် အနည်းငယ်မျှမှအပ အကျိုးခံစားကြရမည် မဟုတ်ပေ။”",""
