"Ayat_id","mm_Translation","multi_ayats"
1,"(ငါသည်) အကျိုးဖြစ်စေရန် စေလွှတ်ခံရသူများ၊ တစ်ဖန် ပြင်းထန်စွာ လွင့်ပါးစေခြင်းဖြင့် လွင့်ပါးစေ သောသူများ၊ (အရည်အချင်းပြည့်ဝ၍ ရှင်သန်နိုင်သောသူတို့အား) ပျံ့နှံ့စေခြင်းဖြင့် ပျံ့နှံ့စေသောသူ များ၊ တစ်ဖန် (အဖျက်သမားများကို) ကစဥ့်ကလျား ဖြစ်စေခြင်းဖြင့် ကစဥ့်ကလျား ဖြစ်စေသောသူများ၊ တစ်ဖန် (စိတ်နှလုံးများ၌) အကြောင်း မပြနိုင်ရန်၊ သို့မဟုတ် သတိပေးနှိုးဆော် နိုင်ရန် (အရှင်၏) အဆုံးအမကို ထည့်သွင်းပေးသောသူများ (အစရှိသူတို့အား) သက်သေထူ၏။ 1912","1-6"
7,"မလွဲဧကန် သင်တို့ ကတိပေးခြင်းခံရသောအရာသည် အမှန်ပင် သက်ရောက်လာအံ့။",""
8,"သေးငယ်သော နယ်မြေများကို အုပ်ချုပ် (သည့် ဆန့်ကျင်) သူအုပ်စုများ မှေးမှိန် ပျောက်ကွယ် သွားကြ သောအခါ- 1913",""
9,"၎င်းပြင် ကောင်းကင်ယံ (ဝါ) ကြီးမြင့်သော အုပ်ချုပ်သူတို့ (၏ အုပ်ချုပ်မှု) သည် ကွဲထွက်သွားသော အခါ-*@* [ဤအာယဟ်နှင့် ပတ်သက်၍ [73:17-18] အောက်ခြေ (၁၈၆၆) တွင် လေ့လာနိုင်ပါ သည်]",""
10,"ထို့ပြင် အကြီးအကဲများ (တစ်နည်း) အာဏာရှင်များသည် အမြစ်မှနေ၍ လွင့်စင်သွားသော အခါ-*@* [ဤအာယဟ်နှင့် ပတ်သက်၍ [20:105] တွင် လေ့လာနိုင်ပါသည်]#[(اَلْجِبَالُ) ‘ဂျိဗားလ်’ ဟူသော အသုံးအနှုန်းအတွက် [2:260] အောက်ခြေ (၃၁၈)၊ [18:47] အောက်ခြေ (၁၁၃၈)၊ [21:79] အောက်ခြေ (၁၂၃၆)၊ [56:4-6] အောက်ခြေ (၁၇၄၆)၊ [69:14] အောက်ခြေ (၁၈၂၈)၊ [70:9] အောက်ခြေ (၁၈၃၇)၊ [73:14] အောက်ခြေ (၁၈၆၅) စသည်တို့နှင့် တွဲဖက် လေ့လာပါရန်]#[ဆက်စပ်အာယဟ်များ [20:105] [18:47] [56:5] [78:20] [81:3]]",""
11,"ထို့ပြင် ရစူလ်တို့ (၏ အစီအစဉ်များ-တာဝန်များ) သည် အချိန်အတိအကျ သတ်မှတ်ခံရသော အခါ-",""
12,"(ဤတော်လှန် ပြောင်းလဲမည့်) ကာလသည် မည်သည့်အချိန်အထိ ရွှေ့ဆိုင်းခြင်း ခံရ သနည်း။",""
13,"စီရင်ဆုံးဖြတ်မည့် ကာလသို့ (တိုင် ဖြစ်၏)။",""
14,"စီရင်ဆုံးဖြတ်မည့် ကာလသည် အဘယ်နည်းဟူ၍ သင့်ဘဝ အတွေ့အကြုံအရ သိပါသ လော။",""
15,"ထိုကာလတွင် (ငါ၏ တုံ့ပြန်ရလဒ်ကို) မဟုတ်မမှန်ဟူ၍ စွပ်စွဲသောသူတို့အဖို့ ပျက်စီးခြင်းသည် ရှိ၏။",""
16,"ငါသည် ရှေးလူတို့ကို တိမ်ကောစေခဲ့သည် မဟုတ်လော။",""
17,"ထို့နောက် ငါသည် နောင်လာနောက်သားတို့အား သူတို့၏ နောက်သို့ လိုက်စေခဲ့သည် မဟုတ် လော။",""
18,"ငါ (၏ တုံ့ပြန်ရလဒ်) သည် ရာဇဝတ်သားတို့အား ဤအတိုင်းပင် စီမံလေ့ရှိ၏။",""
19,"ထိုကာလတွင် (ငါ၏ တုံ့ပြန်ရလဒ်ကို) မဟုတ်မမှန်ဟူ၍ စွပ်စွဲသောသူတို့အဖို့ ပျက်စီးခြင်းသည် ရှိ၏။",""
