"Ayat_id","mm_Translation","multi_ayats"
1,"ဟာ၊ မီးမ်။* (အလ္လာဟ်သည်) ထာဝရ ရှင်သန်၍၊ ရှင်သန်မှုကို စံချိန်နှင့်အညီ ပြဋ္ဌာန်းသောအရှင် ဖြစ်ပြီး၊ သက်ဝင်လှုပ်ရှားမှုကို အံ့မခန်းဖွယ် စီမံသောအရှင် ဖြစ်၏။# (တစ်နည်း) (အလ္လာဟ်သည်) ဆင်ခြင်ဉာဏ်၏ အခြေအမြစ် ဖြစ်၍၊ သိမှုဥပဒေသကို ပြဋ္ဌာန်းသော (တစ်နည်း) သိမှုဥပဒေသ၏ အခြေအမြစ် ဖြစ်သောအရှင် ဖြစ်၏။@* [40:1] အောက်ခြေ (၁၅၄၆)",""
2,"ရှင်းလင်းထင်ရှားသော ဥပဒေကျမ်းဖြင့် သက်သေထူ၏။ (တစ်နည်း) ရှင်းလင်းထင်ရှားသော ဤ ဥပဒေကျမ်းသည် သက်သေအဖြစ် တည်ရှိ၏။",""
3,"ဧကန်ပင် ငါသည် ဤ (ဥပဒေကျမ်း) ကို ဖွံ့ဖြိုးတိုးတက်စေသော (တစ်နည်း) ကျက်သရေ မင်္ဂလာနှင့် ပြည့်စုံသောညဥ့် (ဝါ) အမှောင်ခေတ် အဆုံးသတ်၍ လူ့အရည်အသွေးကောင်းများ ဖြစ်ထွန်းပေါ်ပေါက်လာရန် စံတန်ဖိုးသတ်မှတ်သော ကာလ၌ ချမှတ်ပေးခဲ့၏။ 1590 ဧကန်စင်စစ် ငါသည် သတိပေးနှိုးဆော်လျက်ပင် ရှိ၏။",""
4,"ထို (ကာလ) ၌ ဆင်ခြင်ဉာဏ်နှင့် ပြည့်စုံသော ညွှန်ကြားချက် အသီးသီးတို့သည် ငါ၏ ပြဋ္ဌာန်းချက်နှင့် အညီ (မှားယွင်းသော အယူအဆများမှ) သီးခြားခွဲထုတ်၍ အတည်ပြုခြင်းခံရ၏။ ဧကန်အမှန် ငါသည် ရစူလ်များကို စေလွှတ်သောအရှင် ဖြစ်၏။ ဤသည်ကား သင့်အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုး စေသောအရှင်၏ ရဟ်မဟ် (လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင်မှု) နှင့်အညီ ဖြစ်ပေါ်၏။ အရှင်သည် ဧကန်ပင် ကြားသိမှု၏ အခြေအမြစ် ဖြစ်ပေသည်။","4-6"
7,"သင်တို့ သံသယမဲ့ ယုံကြည်လိုကြလျှင်၊ အရှင်သည် စကြဝဠာများ၊ ကမ္ဘာဂြိုဟ်နှင့် ယင်းတို့အကြား ဖြစ်တည်နေသော အရာမှန်သမျှ တို့ကို ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင် ဖြစ်ကြောင်း (ယုံကြည်ကြလော့)။",""
8,"အလ္လာဟ်မှအပ အားထားခိုလှုံရာ (တစ်နည်း) လွှမ်းမိုး အုပ်ချုပ်သောအရှင်ဟူ၍ အလျှင်း မရှိ။ အရှင်သည်ပင် ရှင်သန်ခြင်းနှင့် သေဆုံးခြင်းတို့ကို (တိကျသော စံသတ်မှတ်ချက်များအားဖြင့်) အတည်ပြု၏။ သင်တို့နှင့် ရှေးဦးလူများ ဖြစ်ကြသော သင်တို့၏ အဘ၊ ဘိုး၊ ဘေးတို့အား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေသောအရှင် ဖြစ်၏။",""
9,"အမှန်မှာ သူတို့သည် ဒွိဟ သံသယတွင် (နစ်မွန်းလျက်၊ လူဖြစ်မှု ဘဝကို) အလေးအနက်ထားခြင်း မရှိ ကြချေ။",""
10,"သို့ဖြစ်ရာ သင်သည် မိုးကောင်းကင်သည် ထင်ရှားသော အခိုးအငွေ့ ဖြစ်ပေါ်လာမည့် ကာလကိုသာ စောင့်စား၍ နေလော့။ 1591",""
11,"၎င်း (အခိုးအငွေ့) သည် လူသားများအပေါ် ဖုံးလွှမ်းသွားပေမည်။ ဤသည် နာကျင်ဖွယ် အရေးယူ ဒဏ် ခတ်မှုပင် ဖြစ်၏။",""
12,"(သူတို့က) “အို-ကျွန်ုပ်တို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်၊ ကျွန်ုပ်တို့မှ အရေးယူ ဒဏ်ခတ်မှုကို ဖယ်ရှား ပေးတော်မူပါ။ ကျွန်ုပ်တို့သည် အမှန်ပင် (အရှင်ပြဋ္ဌာန်းသော သဘာဝ နိယာမ စည်းမျဉ်းများနှင့် လူ့ဘဝ လမ်းညွှန်မှုတို့) ကို ယုံကြည် လိုက်နာကြပါမည်” (ဟု လျှောက်ထားကြအံ့)။",""
