"Ayat_id","mm_Translation","multi_ayats"
1,"စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့၌ ရှိသမျှတို့သည် အလ္လာဟ် (ပြဋ္ဌာန်းသော နိယာမ စည်းမျဉ်းများ) နှင့် အညီ ကျင်လည်ကျက်စားရမည့် နယ်ပယ်တွင် အစွမ်းကုန် ကြိုးစားအားထုတ်လျက် ရှိကြ၏။ (တစ်နည်း) တာဝန်ကျရာ အခန်းကဏ္ဍများ၌ အပြည့်အဝ ဆောင်ရွက်လျက် ရှိကြ၏။* စင်စစ် အရှင် သည် (မိမိပြဋ္ဌာန်းချက်အပေါ်) နိုင်နင်းလွှမ်းမိုး၍ ဆင်ခြင်တုံတရား၏ အခြေမြစ်ပင် ဖြစ်၏။@* [2:30] အောက်ခြေ (၇၉), [56:74] အောက်ခြေ (၁၇၅၈)",""
2,"အရှင်သည်ပင် ဥပဒေကျမ်း ရရှိခဲ့ကြသောသူတို့အနက်မှ လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်သောသူတို့အား ပထမအကြိမ် စုရုံးကြဖို့ရန် သူတို့၏ အိမ်များမှ ထွက်ခွာစေခဲ့၏။ 1776 သူတို့ (ယခုကဲ့သို့) ထွက်ခွာသွားကြရမည်ဟု သင်တို့ မထင်မှတ်ခဲ့ကြချေ။ သူတို့ကိုယ်တိုင်ကလည်း မိမိတို့၏ ခံတပ်များသည် အလ္လာဟ် (၏ အရေးယူ ဒဏ်ခတ်မှု) မှ အကာအကွယ် ရရှိမည်ဟု အမှန်ပင် ယုံကြည်ခဲ့ကြ၏။ သို့သော် အလ္လာဟ် (၏ တုံ့ပြန်ရလဒ်) သည် သူတို့ မထင်မှတ်ထားသောနေရာမှ သူတို့ထံ ရောက်ရှိလာခဲ့၏။ ထို့ပြင် အရှင်သည် သူတို့၏ စိတ်နှလုံးတွင် စိုးရိမ် ထိတ်လန့်မှုကို ထည့်သွင်းခဲ့၏။ သူတို့သည် မိမိတို့ ၏ အခြေချ နေထိုင်ရာများကို မိမိတို့ ဆည်းပူးခဲ့ကြသော အကျိုး ဆက်အားဖြင့် လည်းကောင်း၊ မုအ်မင်န်တို့၏ လုပ်ပိုင်ခွင့်အားဖြင့် လည်းကောင်း ပျက်စီးစေခဲ့ကြ၏။ သို့ဖြစ်ရာ၊ အို-ဉာဏ်မျက်စိ ရှိကြသူတို့၊ သင်တို့ သင်ခန်းစာ ယူကြလော့။",""
3,"အကယ်၍ အလ္လာဟ်သည် သူတို့နှင့်ပတ်သက်၍ နယ်နှင်ဒဏ်ကို မပြဋ္ဌာန်းခဲ့လျှင်၊ သူတို့အဖို့ ပစ္စုပ္ပန် ကာလ၌ပင် အရေးယူ ဒဏ်ခတ်မှုကို အတည်ဖြစ်စေမည်။ သို့သော် အနာဂတ်ကာလ၌မူ အပူမီးတည်း ဟူသော ပြစ်ဒဏ်သည် ရှိနေ၏။",""
4,"ဤသည်ကား သူတို့သည် အလ္လာဟ် (ပြဋ္ဌာန်း၍) အလ္လာ့ဟ်ရစူလ် (က တည်ဆောက်သော လူ့ဘောင်) အား အတိုက်အခံပြု ပုန်ကန်ခဲ့ကြသောကြောင့် ဖြစ်၏။ စင်စစ် မည်သူမဆို အလ္လာဟ် (၏ ပြဋ္ဌာန်းချက် များ) ကို အတိုက်အခံပြု၍ ပုန်ကန်လျှင် အလ္လာဟ်သည် ပြင်းထန်သော တုံ့ပြန်ရလဒ်အားဖြင့် အမှန် ပင် အရေးယူမည် ဖြစ်၏။# (တစ်နည်း) ဤသည် သူတို့က အလ္လာ့ဟ် (ပြဋ္ဌာန်းချက်) နှင့် (၎င်းကို လက်တွေ့အကောင်အထည်ဖော် သော) ရစူလ်တို့အား ဆန့်ကျင်ကြသောကြောင့် ဖြစ်သည်။ စင်စစ် မည်သူမဆို အလ္လာ့ဟ် (ဥပဒေများ) ကို ဆန့်ကျင်သည်ရှိသော် အလ္လာဟ်သည် ပြင်းထန်သော ရလဒ်တုံ့ပြန်မှုကို အမှန်ပင် စီမံထားပြီး ဖြစ် ပေသည်။*@* [8:13] အောက်ခြေ (၇၇၅)",""
5,"သင်တို့သည် အလ္လာဟ်၏ ဥပဒေသနှင့်အညီ (လိုအပ်ချက်ပေါ် မူတည်၍) စွန်ပလွံပင်အချို့ကို ခုတ်လှဲ ခဲ့ကြပြီး၊ အချို့ကိုမူ (ခုတ်လှဲခြင်းမပြုဘဲ) အမြစ်ပေါ်၌ ချန်ရစ်ခဲ့ကြသည်။ စင်စစ် အရှင်သည် စည်း ကမ်းချိုးဖောက်သောသူတို့အား အရှက်ရစေရန် စီမံခြင်း ဖြစ်၏။",""
6,"စင်စစ် အလ္လာဟ်သည် မိမိရစူလ်အား သူတို့ထံမှ ဖိုက်ယ်ကို 1777 ရရှိစေခဲ့၏။ ထို (ဖိုက်ယ်) နှင့်ပတ် သက်၍ သင်တို့သည် မြင်းများ ကုလားအုတ်များကို စီနင်း တိုက်ခိုက်ခဲ့ကြရသည် မဟုတ်ပေ။ သို့သော် အလ္လာဟ်သည် မိမိရစူလ်တို့အား စံချိန်နှင့် ညီညွတ်သူအပေါ် လွှမ်းမိုးစေ၏။ စင်စစ် အလ္လာဟ်သည် အရာခပ်သိမ်းအပေါ်အတိုင်းအတာ သတ်မှတ်ချက်များနှင့်အညီ စနစ်တကျချုပ်ကိုင်ထား၏။",""
7,"အလ္လာဟ်သည် မိမိရစူလ်ထံသို့ နယ်မြေဒေသသားတို့ထံမှ ဖိုက်ယ်ကို ရရှိစေခဲ့၏။ ၎င်းသည် အလ္လာဟ် နှင့် အလ္လာ့ဟ်ရစူလ်၏ ပိုင်ဆိုင်မှု၌သာ ရှိ၏။ (တစ်နည်း) အလ္လာ့ဟ် လမ်းညွှန်မှု နှင့်အညီ ရစူလ်တည် ဆောက်သော အစိုးရ၏ ပိုင်ဆိုင်မှုဖြစ်၏။ ထို့ပြင် (တိုက်ပွဲနှင့်) နီးစပ်သောသူများ၊ အားကိုးရာ မဲ့သွား သောသူများ၊ ဖွံ့ဖြိုးမှု ရပ်တန့်သွားသူများ၊ (အလ္လာဟ်ပြဋ္ဌာန်းသော လူ့ဘဝ) လမ်းစဉ် (မှ ဖြစ်ပေါ်စေ သော လုံခြုံမှုအတွက် တာဝန်ယူ) လျှောက်လှမ်းနေသူများ၊ (တစ်နည်း) အိုးမဲ့အိမ်မဲ့ ဖြစ်သွားသောသူ များ အစရှိသူအဖို့ (လိုအပ်ချက်နှင့်အညီ ပိုင်ဆိုင်ခွင့် ရှိ၏)။ (ဤပြဋ္ဌာန်းချက်အရ ထိုဖိုက်ယ်သည်) လူကုံထံတို့အကြား၌သာ လည်နေသော ပစ္စည်းများ ဖြစ်မသွားစေရန် (ရည်ရွယ်၏)။ 1778 သင်တို့ သည် မိမိတို့အား ရစူလ်ပေးသည်ကို ယူကြ၍၊ ရစူလ်တားမြစ်သည်ကို ရှောင်ကြဉ်ကြလော့။ 1779 ထို့ ပြင် အလ္လာဟ် (၏ ပြဋ္ဌာန်းချက်နှင့်အညီ ကိုယ်ရည်ကိုယ်သွေးများ) ကို ထိန်းသိမ်းကြလော့။ ဧကန် အမှန် အလ္လာဟ်သည် ပြင်းထန်သော တုံ့ပြန်မှုကို အမှန်ပင် စီမံထားသောအရှင် ဖြစ်၏။",""
8,"(ဖှိုက်အ်တွင်) မိမိတို့၏ အိုးအိမ် စည်းစိမ်များမှ နှင်ထုတ်ခံရ၍၊ စွန့်လွှတ်စွန့်စား ထွက်ခွာခဲ့ကြသော ချို့တဲ့သူများအတွက်လည်း (ဝေစု) ရှိ၏။ သူတို့သည် အလ္လာ့ဟ် (ပြဋ္ဌာန်းချက်အရဖြစ်သော) ကျေးဇူး တော်နှင့် ကောင်းကျိုး (ရလဒ်) များကို ရှာဖွေဆည်းပူးကြ၏။ ထို့ပြင် အလ္လာ့ဟ် (ပြဋ္ဌာန်းချက်နှင့်အညီ) အရှင့်ရစူလ် (က တည်ဆောက်သော လူ့ဘောင် ပုံပေါ်ရေး) အား ကူညီကြ၏။ သူတို့သည်သာလျှင် ဖြောင့်မှန်သူများဖြစ်ကြ၏။ (တစ်နည်း) ယုံကြည်ချက်ကို လက်တွေ့ တည်ဆောက်သူများ ဖြစ်ကြ၏။@[ဆက်စပ်အာယဟ် [22:40]]",""
9,"၎င်းပြင် သူတို့ မတိုင်မီကပင် မြို့တော်၌ အခြေချ နေထိုင်ကြ၍၊ ယုံကြည်ချက်ကို (အခိုင်အမာတည် ဆောက်) ကြပြီး၊ မိမိတို့ထံ စွန့်လွှတ်စွန့်စား လာရောက်ကြသူတို့အား ချစ်ခင်ကြသောသူတို့သည် လည်း ရှိကြ၏။ သူတို့သည် မိမိတို့စိတ်ထဲတွင် (စွန့်လွှတ်စွန့်စား လာရောက်ကြသောသူတို့) ရရှိကြ သော ဝေစုများကြောင့် မည်သည့် မကျေနပ်မှုကိုမျှလည်း မခံစားကြရချေ။ သူတို့သည် မိမိတို့ကိုယ် တိုင် လိုအပ်ချက်ရှိနေကြပါလျက် (စွန့်လွှတ်စွန့်စား လာရောက်ကြသောသူတို့) ကို ဦးစားပေးကြ၏။ စင်စစ် မိမိတို့စိတ်တွင် လောဘသက္ကာယ ရှိခြင်းမှ ကင်းဝေးကြသောသူတို့သာလျှင် အောင်မြင်သော သူများ ဖြစ်ကြ၏။",""
10,"(ဦးစွာ စွန့်လွှတ်စွန့်စား လာရောက်ကြ) သောသူတို့၏ နောက်မှ ရောက်လာကြသောသူတို့သည် လည်း ရှိကြ၏။ သူတို့သည် “အို-ကျွန်ုပ်တို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်၊ အရှင် သည် ကျွန်ုပ်တို့နှင့်၊ ကျွန်ုပ်တို့ထက် ဦးစွာ ယုံကြည်ချက်ကို အခိုင်အမာ တည်ဆောက်ကြသော ကျွန်ုပ် တို့၏ ညီနောင်တို့အား (ဆိုးကျိုးသက်ရောက်ခြင်းမှ) ကာကွယ်တော်မူပါ။ ကျွန်ုပ်တို့၏ စိတ်နှလုံးတွင် လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်ကြသော သူတို့နှင့် ပတ်သက်၍ ရန်လိုမုန်းတီးမှုကို မဖြစ် ပေါ်စေပါနှင့်။ ဧကန်အမှန် အရှင်သည် သက်ရောက်လာမည့် ဆိုးကျိုးများကို တားဆီး၍၊ လုံခြုံမှုပါဝင် သော ထောက်ပံ့မြှင့်တင်မှုကို စီမံသောအရှင် ဖြစ်သည်” ဟု လျှောက်ထားကြ၏။",""
11,"သင်သည် အယောင်ဆောင်သောသူတို့အား မဆင်ခြင်ခဲ့ပါသလော။ သူတို့သည် သူတို့၏ ညီနောင်များ ဖြစ်ကြသော (ရှေး) ကျမ်းရအုပ်စုများအနက်မှ လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်သောသူတို့အား “အကယ်၍ သင်တို့သည် နှင်ထုတ်ခြင်း ခံကြရလျှင်၊ ကျွန်ုပ်တို့သည်လည်း သင်တို့နှင့်အတူ အမှန်ပင် ထွက်ခွာသွားကြမည်။ ထို့ပြင် ကျွန်ုပ်တို့သည် သင်တို့နှင့်ပတ်သက်၍ မည်သူ၏ ပြောဆိုမှုကိုမျှ လုံးဝ နာယူကြ မည်မဟုတ်ပေ။ အကယ်၍ သင်တို့သည် တိုက်ခိုက်ခြင်း ခံကြရလျှင် ကျွန်ုပ်တို့ သင်တို့အား မုချ ကူညီမည်” ဟု ပြောဆိုကြ၏။ စင်စစ် သူတို့သည် လူလိမ်များ ဖြစ်ကြသည်ကို အလ္လာဟ်သည် သက်သေဖြစ်၏။ (တစ်နည်း) သူတို့သည် လိမ်လည် လှည့်ဖြားသူများ ဖြစ်ကြောင်း အလ္လာဟ် (၏ ဥပဒေသရှေ့မှောက်တွင်) ပေါ်လွင်လျက် ရှိ၏။",""
12,"အကယ်၍ သူတို့ (ဝါ) (ရှေးဥပဒေကျမ်း ရရှိသောသူတို့) သည် နှင်ထုတ်ခြင်း ခံကြရသောအခါ သူတို့ (ဝါ) (အယောင်ဆောင်သူတို့) သည် ၎င်းတို့နှင့်အတူ ထွက်ခွာကြမည် မဟုတ်ပေ။ ထို့ပြင် တိုက်ခိုက်ခြင်း ခံ ကြရသောအခါတွင်လည်း ကူညီကြမည် မဟုတ်ပေ။ (ယုတ်စွအဆုံး) ကူညီကြမည်ဆိုလျှင်လည်း (ထိပ်တိုက်ရင်ဆိုင်ရသောအခါ) ကျောခိုင်း၊ ဆုတ်ခွာ လှည့်ပြန်သွားကြမည်သာ ဖြစ်၏။ ထို့နောက် သူတို့ (ဝါ) (ရှေးဥပဒေကျမ်း ရရှိသောသူတို့) သည် အကူအညီ တစ်စုံတစ်ရာမျှ ရရှိကြမည် မဟုတ်ပေ။",""
13,"အမှန်စင်စစ် သူတို့၏ စိတ်ထဲတွင် အလ္လာဟ် (ပြဋ္ဌာန်းသော ဆိုးကျိုးတုံ့ပြန်မှု) ထက်ပင် သင်တို့အား ပို၍ ကြောက်ရွံ့နေကြ၏။ ဤသည် သူတို့၏ 1780 (အလ္လာ့ဟ်တုံ့ပြန်ရလဒ်အပေါ်) ထိုးထွင်း သိမြင်မှု မရှိသောကြောင့် ဖြစ်၏။",""
