"Ayat_id","mm_Translation","multi_ayats"
1,"မုနာဖှစ်က် (အယောင်ဆောင်သောသူ) တို့သည် သင့်ထံ လာရောက်ကြသောအခါ၊ “ဧကန်အမှန် သင် သည် အလ္လာဟ်၏ ရစူလ်ဖြစ်သည်ကို ကျွန်ုပ်တို့ သက်သေခံကြပါသည်” ဟု ပြောဆိုကြ၏။ သင်သည် အမှန်ပင် အလ္လာဟ်၏ ရစူလ်ဖြစ်သည်ကို အလ္လာဟ်၏ သိမှုဥပဒေက အသိအမှတ်ပြုထား၏။ ထို့ပြင် အလ္လာဟ်သည် မုနာဖှစ်က် (အယောင်ဆောင်သောသူ) တို့မှာ အမှန်ပင် လူလိမ်များ ဖြစ်ကြောင်း သက် သေခံ၏။",""
2,"သူတို့သည် သူတို့၏ ကျိန်ဆိုမှုကို ဒိုင်းအဖြစ် အကာအကွယ်ပြု၍၊ အလ္လာဟ် (ပြဋ္ဌာန်းသော လူ့ဘဝ) လမ်းစဉ်မှ (လူတို့အား) တားဆီးထားကြ၏။ ဧကန်စင်စစ် သူတို့၏ လုပ်ရပ်များမှာ လွန်စွာ ဆိုးရွားလှ ၏။",""
3,"ထိုသို့ ဖြစ်ရခြင်းမှာ သူတို့သည် (အလ္လာ့ဟ် ပြဋ္ဌာန်းချက် များကို) ယုံကြည်ပြီးကာမှ တဖန် သွေဖည် ဆန့်ကျင်ကြသောကြောင့် ဖြစ်၏။ သို့ဖြစ်ရာ (အလ္လာဟ်ပြဋ္ဌာန်းသော တုံ့ပြန်ရလဒ်အရ) သူတို့၏ နား လည်မှုစွမ်းရည်များအပေါ် တံဆိပ်ခတ်နှိပ်ပြီး ဖြစ်သွား၏။ ထို့ကြောင့် သူတို့သည် တွေးခေါ် မြော်မြင် နိုင်စွမ်း မဲ့သွားကြ၏။",""
4,"သင် သူတို့အား တွေ့မြင်ရသော် သူတို့၏ ကိုယ်လုံးကိုယ်ပေါက်များ၊ (တစ်နည်း) ဟန်ပန်အမူအယာ များသည် သင့်ကို အံ့ဩစေလိမ့်မည်။ ထို့ပြင် သူတို့၏ ပြောစကားများကို သင်သည် စိတ်ဝင်စားဖွယ် နားထောင်နေလိမ့်မည်။ စင်စစ် သူတို့သည် နံရံ၌ မှီထားသော သစ်ခေါင်းပွများပမာ ဖြစ်၏။ သူတို့ သည် ဟစ်အော်သံ ကြားရသည့်အခါတိုင်း မိမိတို့ကို ငေါက်ငမ်းခြင်းဖြစ်သည်ဟု ထင်မှတ်ကြပေမည်။ သူတို့သည် ရန်သူ (အစစ်) များ ဖြစ်ကြ၏။ သို့ဖြစ်ရာ သူတို့နှင့် ဝေးစွာ ရှောင်ရှားပါလေ။ အလ္လာဟ် (ပြဋ္ဌာန်းသော တုံ့ပြန်ရလဒ်) သည် သူတို့အား ပျက်စီးစေအံ့။ သူတို့သည် မည်သည့်ဘက်သို့ ဦးလှည့် သွားကြသနည်း။",""
5,"ထို့ပြင် သူတို့အား “လာကြလော့၊ အလ္လာဟ်၏ ရစူလ်သည် သင်တို့အဖို့ (အလ္လာဟ်ပြဋ္ဌာန်းသော နည်း စနစ်နှင့်အညီ) အကာအကွယ်ရရှိရန် ဆောင်ကြဉ်းပေးမည်” ဟု ပြောဆိုသောအခါ၊ သူတို့သည် ခေါင်း ခါကြ၏။ ထို့ပြင် သင်သည် သူတို့အား မာနထောင်လွှားလျက် မတုန်မလှုပ် ဖြစ်နေကြသည်ကို မြင် တွေ့ရအံ့။ (တစ်နည်း) မာနထောင်၍ လှည့်ထွက်သွားကြသည်ကို မြင်တွေ့ရအံ့။",""
6,"သင်သည် သူတို့အဖို့ (ပျက်စီးရာ ပျက်စီးကြောင်းမှ) ကာကွယ်မှုရရှိရန် ဆောင်ရွက်သည်ဖြစ်စေ၊ ဆောင်ရွက်ခြင်း မပြုသည်ဖြစ်စေ၊ သူတို့အဖို့ အကြောင်းမထူးပေ။ အလ္လာဟ်သည် သူတို့ (၏ ဘဝ များ) ကို အလျှင်း ကာကွယ်ပေးမည် မဟုတ်ပေ။* အမှန်စင်စစ် အလ္လာဟ်သည် စည်းမျဉ်းချိုးဖောက် သောသူတို့အား ဘဝလမ်းမှန်ကို ညွှန်ပြမည် မဟုတ်ပေ။@* [9:80]",""
7,"သူတို့က “သင်တို့သည် အလ္လာ့ဟ်ရစူလ်၏ ထံ၌ရှိကြသောသူတို့အတွက် မျှဝေသုံးစွဲမှု မပြုကြနှင့်။ နောက်ဆုံးတွင် သူတို့သည် ကစဥ့်ကရဲ ဖြစ်သွားကြပေမည်” ဟု (အချင်းချင်း) ပြောဆိုကြ၏။ စင်စစ် စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့တွင် ရှိသမျှ ဘဏ္ဍာတော်များသည် အလ္လာ့ဟ်ပိုင်ဆိုင်မှု၌ ရှိ၏။ သို့ရာ တွင် မုနာဖှစ်က် (အယောင်ဆောင်သောသူ) တို့သည် တွေးခေါ် မြော်မြင်နိုင်စွမ်း မရှိကြချေ။",""
8,"သူတို့က “ကျွန်ုပ်တို့သည် မဒီနဟ်မြို့သို့ ပြန်သွားကြလျှင် အင်အားရှိသူတို့က ချည့်နဲ့သောသူတို့အား (တစ်နည်း) ဂုဏ်သိက္ခာရှိသူတို့က ဂုဏ်သိက္ခာမဲ့သောသူတို့အား ထိုမှ မုချ နှင်ထုတ်ကြမည်” ဟုလည်း ပြောဆိုကြ၏။ စင်စစ် အင်အားသည် (တစ်နည်း) ဂုဏ်သိက္ခာသည် အလ္လာဟ်၊ အလ္လာ့ဟ်ရစူလ်နှင့် မုအ်မင်န် (လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သောသူ) တို့၌သာ ရှိ၏။ သို့သော် မုနာဖှစ်က် (အယောင်ဆောင်သောသူ) တို့သည် သိရှိကြသည် မဟုတ်ပေ။",""
9,"အို-မုအ်မင်န် (လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သူ) တို့၊ သင်တို့၏ ပိုင်ဆိုင်မှုများနှင့် သား သမီးတို့သည် သင်တို့အား အလ္လာဟ်၏ အဆုံးအမ (ကုရ်အာန်ကို လိုက်နာခြင်း) မှ လျစ်လျူရှုစေခြင်း မရှိစေရ။ ထိုသို့ ပြုလုပ်သောသူတို့သည်ပင် ဆုံးရှုံးသူများ ဖြစ်ကြ၏။",""
10,"ထို့ပြင် သင်တို့အနက်မှ တစ်ဦးတစ်ယောက်ထံသို့ သေခြင်းမဆိုက်ရောက်မီအလျင် ငါ ချီးမြှင့်ထားသော ဘဝ၏ အထောက် အပံ့များမှ မျှဝေသုံးစွဲကြလော့။ ထိုသေခြင်း ဆိုက်ရောက်သောအခါ သူသည် “အို-ကျွန်ုပ်အား ပျိုးထောင်မှုစနစ်နှင့် အညီ ဖွံ့ဖြိုးစေသောအရှင်၊ အရှင်သည် ကျွန်ုပ်အား အဘယ်ကြောင့် အချိန်အနည်းငယ် ရွှေ့ဆိုင်းခွင့် မပြုပါသနည်း။ သို့ပြုလျှင် ကျွန်ုပ်သည် မိမိ၏ ယုံကြည်ချက်နှင့်ပတ်သက်၍ လက်တွေ့ဆောင်ရွက်ပြီး၊ ပြုပြင်ပြောင်းလဲသူတို့တွင် အပါအဝင် ဖြစ်ပါမည်” ဟု လျှောက်ထားပေမည်။",""
