"Ayat_id","mm_Translation","multi_ayats"
1,"ဧကန်အမှန် ငါသည် နူးဟ်အား သူ့မျိုးတူစုထံသို့ “သင်သည် သင့်မျိုးတူစုအား သူတို့ထံ နာကျင်ဖွယ် အရေးယူ ဒဏ်ခတ်မှု မသက်ရောက်မီ သတိပေးနှိုးဆော်လော့” (ဟူသော ညွှန်ကြားချက်နှင့်တကွ) စေလွှတ်ခဲ့၏။",""
2,"သူက “အို-ကျွန်ုပ်၏ မျိုးတူစုတို့၊ ကျွန်ုပ်သည် သင်တို့အား ပွင့်လင်းစွာ သတိပေးနှိုးဆော်သူတစ်ဦးဖြစ် ၏”-",""
3,"“သင်တို့သည် အလ္လာ့ဟ်အား ဩဇာရှင်အဖြစ် မှတ်ယူကြလော့။ (တစ်နည်း) အလ္လာဟ်၏ ဩဇာခံများ ဖြစ်ကြလော့။ အရှင့် (လမ်းညွှန်မှုအားဖြင့် မိမိတို့၏ အရည်အသွေးများကို) ထိန်းသိမ်းကြလော့။ (ထို သို့ ထိန်းသိမ်းနိုင်ရန်) ကျွန်ုပ် (၏ ဦးဆောင်မှု) ကို နာခံကြလော့”-",""
4,"“အရှင်သည် သင်တို့၏ အပြစ်များ (ကြောင့် သက်ရောက်လာမည့် ဆိုးကျိုးများ) ကို ကာကွယ်ပေး မည်။ ထို့ပြင် သတ်မှတ်ကာလ တစ်ခုတိုင်အောင် ရွှေ့ဆိုင်းထားမည်။ ဧကန်စင်စစ် အလ္လာဟ်၏ သတ် မှတ်ကာလ ဆိုက်ရောက်သောအခါ ရွှေ့ဆိုင်းခွင့် ရရှိမည် မဟုတ်ပေ။ သင်တို့ သိရှိကြလျှင် ကောင်းစွ” ဟု ပြောဆိုခဲ့၏။",""
5,"သူက “အို-ကျွန်ုပ်အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်၊ ဧကန်အမှန် ကျွန်ုပ်သည် မိမိ မျိုးတူစုအား နေ့နေ့ ညည ဖိတ်ခေါ်လျက် ရှိခဲ့ပါသည်”-",""
6,"“သို့သော် ကျွန်ုပ်၏ ဖိတ်ခေါ်မှုသည် သူတို့၌ ထွက်ပြေး တိမ်းရှောင်မှုကိုသာ တိုးပွားစေပါ၏”-",""
7,"“ထို့ပြင် ကျွန်ုပ်သည် သူတို့အပေါ် (သက်ရောက်မည့် ဆိုးကျိုးများမှ) အရှင်၏ အကာအကွယ် ရရှိစေ ခြင်းငှာ ဖိတ်ခေါ်သည့်အခါတိုင်း၊ သူတို့သည် သူတို့၏ နားများကို လက်ချောင်းများဖြင့် ပိတ်ဆို့ထား ကြသည့်ပြင် 1845 မိမိတို့၏ ပကတိ တည်ရှိမှုကိုလည်း ဖုံးဖိထားကြ၏။* ထို့ပြင် သူတို့သည် ဇွတ်မှိတ် ၍ နေမြဲနေကြသည်သာမက အတိုင်းထက်အလွန် မာနထောင်လွှားလျက်ပင် ရှိခဲ့ကြ၏”-@* [11:5] အောက်ခြေ (၉၁၄)",""
8,"“ထို့နောက် ကျွန်ုပ်သည် အမှန်ပင် သူတို့အား ပွင့်လင်းမြင်သာစွာ (တစ်နည်း) အတိအလင်း ဖိတ်ခေါ် ခဲ့ပါသည်”-",""
9,"“တစ်ဖန် ကျွန်ုပ်သည် အမှန်ပင် လူသိရှင်ကြား ကြေညာ၍တစ်မျိုး၊ တိုးတိုးတိတ်တိတ်တစ်ဖုံ နားချ ခဲ့ပါသည်” ဟု လျှောက်ထားခဲ့၏။",""
10,"တစ်ဖန် ကျွန်ုပ်သည် (သူတို့ကို) “သင်တို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင့်ထံမှ (ဆိုးကျိုးများ သက်ရောက်ခြင်းကို) အကာအကွယ်ရရှိရန် ဆည်းပူးအားထုတ်ကြလော့။ ဧကန်စင်စစ် အရှင်သည် ကာကွယ်‌ရေးနည်းလမ်းကို စနစ်တကျ စီမံသောအရှင်ဖြစ်၏”-",""
11,"“အရှင်သည် (မိမိပြဋ္ဌာန်းချက်နှင့်အညီ) သင်တို့အပေါ်သို့ ကောင်းကင်မှ မိုးကောင်းကောင်း ရွာသွန်း စေမည်”-",""
12,"“၎င်းပြင် သင်တို့အား ဥစ္စာပစ္စည်းများနှင့် သားသမီးများကို ပေါများစွာ ချီးမြှင့်မည်။ (တစ်နည်း) ဥစ္စာ ပစ္စည်းများနှင့် သားသမီးများအားဖြင့် ကူညီမည်။ ထို့ပြင် ဂျန္နားသ် (ဥယျာဉ်များ) နှင့် ချောင်းများကို လည်း စီမံ၍ ပေးမည်”-",""
13,"“သင်တို့သည် အလ္လာဟ် (၏ စည်းမျဉ်းများကို နာခံခြင်းဖြင့် အလ္လာဟ်က) ချီးမြှင့်မည့် ဂုဏ်သိက္ခာကြီး မြတ်မှုကို အဘယ်ကြောင့် မမျှော်လင့်ကြသနည်း”-",""
14,"“ဧကန်စင်စစ် အလ္လာဟ်သည် သင်တို့အား ကွဲပြား၍ တိုးတက်သည့် ခရီးစခန်းများကို ဖြတ်သန်းစေပြီး၊ လူဖြစ်မှု ပန်းတိုင်သို့ ရောက်ရှိစေရန် ဖြစ်ထွန်းစေခဲ့၏။ (တစ်နည်း) သင်တို့၏ ဖြစ်ထွန်းလာမှုကို ကွဲပြားသော အခြေအနေ၊ အဆင့်အတန်းများအား ဖြတ်သန်း၍ ပေါ်ပေါက်လာစေသည်။ (တစ်နည်း) ကွဲပြားသော အခြေအနေများ၌ ဖြစ်ထွန်းစေခဲ့၏”-",""
