"Ayat_id","mm_Translation","multi_ayats"
1,"ဟာ၊ မီးမ်။* (အလ္လာဟ်သည်) ထာဝရ ရှင်သန်၍၊ ရှင်သန်မှုကို စံချိန်နှင့်အညီ ပြဋ္ဌာန်းသောအရှင် ဖြစ်ပြီး၊ သက်ဝင်လှုပ်ရှားမှုကို အံ့မခန်းဖွယ် စီမံသောအရှင် ဖြစ်၏။# (တစ်နည်း) (အလ္လာဟ်သည်) ဆင်ခြင်ဉာဏ်၏ အခြေအမြစ် ဖြစ်၍၊ သိမှုဥပဒေသကို ပြဋ္ဌာန်းသော (တစ်နည်း) သိမှုဥပဒေသ၏ အခြေအမြစ် ဖြစ်သောအရှင် ဖြစ်၏။@* [40:1] အောက်ခြေ (၁၅၄၆)",""
2,"အိုင်းန်၊ စီးန်၊ ကွောဖှ်။ 1560 (အလ္လာဟ်သည်) စကြဝဠာနှင့် သက်ရှိလောကအပေါင်း (တစ်နည်း) လူသားမျိုးနွယ်စု အသီးသီးအပေါ်သို့ ငြိမ်းချမ်းသာယာမှုအပေါင်း သက်ရောက် စေ၍၊ ဩဇာတိက္ကမအားဖြင့် လွှမ်းမိုးသောအရှင် ဖြစ်၏။ (တစ်နည်း) (အလ္လာဟ်သည်) လိုအပ်ချက်ကို ဖြည့်ဆည်းပေးသော (တစ်နည်း) ကူညီစောင်မသောအရှင် ဖြစ်ပြီး၊ တစ်စုံတစ်ခု၏ ရပ်တည်မှုအတွက် ထောက်ပံ့ပေး၍၊ မိမိ၏ တည်ရှိမှုအတွက် တစ်စုံတစ်ရာအပေါ် မှီခိုစရာ မလိုသောအရှင် ဖြစ်၏။",""
3,"ဆင်ခြင်ဉာဏ်၏ အခြေအမြစ်ဖြစ်သော၊ (မိမိပြဋ္ဌာန်းချက်အပေါ်) နိုင်နင်းလွှမ်းမိုးသော အလ္လာဟ် သည် ဤသို့ပင် သင်နှင့် သင့်မတိုင်မီက သူတို့ထံသို့ ဝဟ်ယ်-လျှို့ဝှက်စွာ ဆက်သွယ် လမ်းညွှန်လေ့ရှိ ၏။",""
4,"စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်၌ ရှိရှိသမျှတို့သည် အရှင်၏ ပိုင်ဆိုင်မှု၌ ရှိ၏။ စင်စစ် အရှင်သည် လွန်စွာ ကြီးကျယ် မြင့်မြတ် သောအရှင် ဖြစ်၏။",""
5,"မိုးကောင်းကင်များသည် အထက်ပိုင်းမှ စုတ်ပြတ် လွင့်စင်လုမတတ် ဖြစ်ခဲ့၏။ 1561 မလာအိကဟ် သည် 1562 မိမိတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်၏ အံ့မခန်းဖွယ် စီမံမှုနှင့်အညီ တာဝန်ကျရာအခန်းကဏ္ဍ၌ အပြည့်အဝ ကြိုးပမ်း လျက် ရှိကြ၏။ ထို့ပြင် ကမ္ဘာမြေ၌ ရှိကြသောသူတို့ အဖို့ (အရှင့် စည်းမျဉ်းများ နှင့်အညီ) ကာကွယ်ရေးနည်းလမ်းများကို ပုံဖော် တည်ဆောက်လျက် ရှိကြ ၏။ သတိပြုကြလော့။ ဧကန်အမှန် အလ္လာဟ်သည်ပင် လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင်မှုကို ပြဋ္ဌာန်း၍ အကာအကွယ် ပြုပေးသောအရှင် ဖြစ်ပေသည်။",""
6,"စင်စစ် အရှင့်အား စွန့်၍ အခြားသူတို့ကို ကာကွယ်စောင့်ရှောက်သော မိတ်ဆွေများအဖြစ် ရွေးချယ်ခဲ့ ကြသောသူတို့အား အလ္လာဟ် (ပြဋ္ဌာန်းသော တုံ့ပြန်ရလဒ်) သည် စောင့်ကြပ်လျက် ရှိ၏။ စင်စစ် သင် သည် သူတို့အပေါ်၌ ကြီးကြပ် အုပ်ထိန်းသူ မဟုတ်ပေ။",""
7,"စင်စစ် ငါသည် ဤသို့ပင် သင့်ထံသို့ အရဗီဘာသာ* ကုရ်အာန်ကို ဝဟ်ယ်-လျှို့ဝှက်ဆက်သွယ်မှုအား ဖြင့်- ပို့ချပေးခဲ့၏။ သင်သည် ရွာများ၏ အချုပ် (မက္ကဟ်) နှင့် ၎င်း၏ ဝန်းကျင်တွင် နေထိုင်သူတို့အား သတိပေးနှိုးဆော်ဖို့ရန် ဖြစ်၏။ ထို့ပြင် ဒွိဟ သံသယ အလျှင်းမရှိသော စုရုံးရမည့်ကာလနှင့် စပ်လျဉ်း ၍လည်း သတိပေးနှိုးဆော်ဖို့ရန် ဖြစ်၏။ (ထိုကာလတွင်) အုပ်စုတစ်စု သည် ဂျန္နဟ် (ဥယျာဉ်) ၌ ရှိကြ၍၊ အုပ်စုတစ်စုမှာ မီးတောက်ရဲရဲ (ဝါ) ပြင်းပြသော အပူသောကတွင် ရှိကြမည်။@* [12:2] အောက်ခြေ (၉၄၆)",""
8,"အလ္လာဟ်သည် (မိမိပြဋ္ဌာန်းအပ်သော) စံချိန်နှင့် ညီညွတ်လျှင် သင်တို့အား တစ်ခုတည်းသော (လမ်းစဉ်အပေါ်တည်ရှိသည့်) လူ့အစု အဝေးအဖြစ် စီမံခဲ့ပြီးဖြစ်မည်။* အမှန်စင်စစ် အရှင်သည် စံချိန်နှင့် ညီ ညွတ်သောသူကိုသာ မိမိ၏ လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင်မှု အရိပ်အောက်သို့ ဝင်ရောက်စေ မည် ဖြစ်၏။ ကျူးကျော် မိုက်မဲသောသူတို့အဖို့ ကာကွယ်စောင့်ရှောက်မည့် မိတ်ဆွေနှင့် ကူညီမည့်သူ ဟူ၍ တစ်ဦးမျှပင် ရှိမည် မဟုတ်ပေ။@*[(أُمَّةٌ وَّاحِدَةٌ) ‘အွန်မ္မသွန် (န်) ဝါဟိဒဟ်’ “တစ်ခုတည်းသော လူ့အဖွဲ့အစည်း” နှင့်စပ်လျဉ်း၍၊ [2:213] အောက်ခြေ (၂၅၆)၊ [10:19] အောက်ခြေ (၈၈၈-၈၈၉)၊ [10:99] အောက်ခြေ (၉၀၉)၊ [21:92] [23:52] စသည်တို့နှင့် တွဲဖက်လေ့လာပါရန်]",""
9,"သူတို့သည် အရှင့်အားစွန့်၍ အခြားသူတို့ကို ကာကွယ်စောင့်ရှောက်မည့် မိတ်ဆွေများအဖြစ် ရွေးချယ် ခဲ့ကြသလော။ စင်စစ် အရှင်သည်သာလျှင် ကာကွယ်စောင့်ရှောက်သော (တစ်နည်း) အရေးကိစ္စအဝဝ တို့ကို စီမံပေးသောအရှင် ဖြစ်၏။ ထို့ပြင် သူသေတို့အား ရှင်စေသောအရှင် ဖြစ်၏။ (တစ်နည်း) ဘဝ သေနေသောသူတို့အား ရှင်သန်နိုးကြားစေသောအရှင် ဖြစ်၏။ စင်စစ် အရှင်သည် အရာခပ်သိမ်းအပေါ်အတိုင်းအတာ သတ်မှတ်ချက်များ နှင့်အညီ စနစ်တကျ ချုပ်ကိုင်ထား၏။",""
10,"စင်စစ် သင်တို့ သဘောထားကွဲလွဲနေကြသော မည်သည့် ကိစ္စနှင့်စပ်လျဉ်း၍ ဖြစ်စေ၊ အရှင့် (လမ်းညွှန် ဥပဒေကျမ်း) ၌ အဆုံးအဖြတ်သည် ရှိ၏။ ထိုအလ္လာဟ်သည်ပင်လျှင် ကျွန်ုပ်အား ပျိုးထောင်မှု စနစ်နှင့် အညီ ဖွံ့ဖြိုးစေသောအရှင် ဖြစ်၏။ ကျွန်ုပ်သည် အရှင့် (ပြဋ္ဌာန်းချက် စည်းမျဉ်းများ) အပေါ်၌ သာ ယုံပုံ အားထား၍၊ အရှင် (ပြဋ္ဌာန်းအပ်သော တုံ့ပြန်ရလဒ်-တစ်နည်း-ပန်းတိုင်) သို့သာ ဦးတည်လျက် ရှိ၏။”",""
