"Ayat_id","mm_Translation","multi_ayats"
1,"သင် ပြောလော့၊ “ကျွန်ုပ်ထံသို့ဝဟ်ယ်-လျှို့ဝှက်ဆက်သွယ် အသိပေးခံရသည်မှာ- ဂျင်န်တို့အနက်မှ အုပ်စုတစ်စုသည် 1847 (ကုရ်အာန်ကို) ဂရုတစိုက်ကြားနာခဲ့ကြ၏။ (ထို့နောက် သူတို့၏ မျိုးတူစုထံ ပြန်သွားခဲ့ကြပြီး) * သူတို့က ‘ဧကန်ပင် ကျွန်ုပ်တို့သည် အံ့ဖွယ်ဖြစ်သော ကုရ်အာန်ကို ကြားနာခဲ့ကြသည်’ ဟု ပြောဆိုခဲ့ကြ၏။”@* [46:29] အောက်ခြေ (၁၆၀၇)",""
2,"(ဂျင်န်အုပ်စုက) “ယင်း (ကုရ်အာန်) သည် ဆင်ခြင်ဉာဏ်နှင့် ပြည့်စုံရာသို့၊ (တစ်နည်း) ဖြောင့်မတ်သော လမ်းစဉ်သို့ ညွှန်ပြသော (ဥပဒေကျမ်း) ပင် ဖြစ်၏။ သို့ဖြစ်၍ ကျွန်ုပ်တို့သည် ၎င်း (ဥပဒေကျမ်း) ကို ယုံကြည်ခဲ့ကြပြီ။ စင်စစ် ကျွန်ုပ်တို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်နှင့် မည်သူ တစ်ဦးတစ်ယောက် (၏ အယူအဆ) ကိုမျှ ထွေးရောယှက်တင်ပြု၍ အလျှင်း နာခံကြမည် မဟုတ်ပေ”-",""
3,"“ဧကန်စင်စစ် ကျွန်ုပ်တို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်၏ ခမ်းနားထည်ဝါ ခြင်း သည် မြင့်မြတ်လှ၏။ အရှင်သည် မည်သူ့ကိုမျှ ကြင်ရာကြင်ဘက် အဖြစ်လည်းကောင်း၊ သား အဖြစ် လည်းကောင်း ရွေးကောက်ခဲ့သည် မရှိချေ။ (တစ်နည်း) အရှင်သည် တစ်ဦးတစ်ယောက်ကို ကြင် ဘက်အဖြစ် ရွေးကောက်ခဲ့ခြင်း မရှိရာ၊ သားဟူ၍လည်း တစ်ဦးမျှ မရှိချေ”-@*[[6:101] အောက်ခြေ (၆၁၁)]",""
4,"“ဧကန်အမှန် ကျွန်ုပ်တို့အနက် အသိဉာဏ် ခေါင်းပါးသော သူတို့သည် အလ္လာဟ်နှင့်ပတ်သက်၍ အမှန် တရားမှ အလှမ်းဝေးသော (တစ်နည်း) သတ်မှတ်ချက်ထက် ကျော်လွန်သော စကားများကို ပြောဆို ကြ၏”-",""
5,"“ထို့ပြင် ဧကန်စင်စစ် ကျွန်ုပ်တို့သည် အင်န်စ် (အခြေတကျ နေထိုင်သောသူ) တို့နှင့် ဂျင်န် (ခြေသလုံး အိမ်တိုင် သွားလာ နေထိုင်သောသူ) တို့က အလ္လာ့ဟ်အပေါ်၌ မုသားစကားကို အလျှင်း ပြောဆိုကြ မည် မဟုတ်ဟု ထင်မြင်ယူဆခဲ့ကြ၏”-",""
6,"“ထို့ပြင် အင်န်စ် (အခြေတကျ နေထိုင်သောသူ) တို့မှ ပုဂ္ဂိုလ်အချို့သည် ဂျင်န် (ရေကြည်ရာ မြက်နုရာ သွားလာနေထိုင်ကြသောသူ) တို့မှ ပုဂ္ဂိုလ်အချို့ထံ ခိုလှုံလာကြ၏။ ထိုသို့ဖြင့် သူတို့သည် ဂျင်န် (ရေကြည်ရာ မြက်နုရာ သွားလာနေထိုင်ကြသောသူ) တို့၏ အသိဉာဏ်နည်းမှု (တစ်နည်း) စာရိတ္တ ပျက်ပြားမှုကို တိုးပွားစေခဲ့ကြ၏”- 1848",""
7,"“၎င်းပြင် သူတို့သည်လည်း သင်တို့ ယူဆသကဲ့သို့ အလ္လာဟ်သည် မည်သူ့ကိုမျှ (ရစူလ်အဖြစ် တာဝန် ပေး၍) အလျှင်း စေလွှတ်မည် မဟုတ်ဟု ထင်မြင်ယူဆခဲ့ကြ၏”-",""
8,"“ထို့ပြင် ကျွန်ုပ်တို့သည် မိုးကောင်းကင် (ဝါ) မြင့်မားသောအသိပညာကို 1849 စူးစမ်းခဲ့ကြရာ ၎င်း၌ ပြင်းထန်သော အစောင့်အကြပ်များနှင့် မီးတောက်များဖြင့် ပြည့်နှက်နေသည်ကို တွေ့ကြရ၏”- 1850",""
9,"“စင်စစ် ကျွန်ုပ်တို့သည် ယင်း (မြင့်မြတ်သော အစုအဝေးမှ အစီအမံများကို) * နားထောင်ရန် ၎င်း (၏ အနီး) ရှိ ထိုင်ရာနေရာများတွင် ထိုင်လေ့ ရှိခဲ့ကြ၏။ ယခုမူ မည်သူမဆို နားစွင့်သည်ရှိသော် မိမိရှေ့၌ မီးတောက်တစ်ခု စောင့်ကြိုနေသည်ကို ကြုံရအံ့”-@* [ဤအာယဟ်နှင့် ပတ်သက်၍၊ [15:16-18] အောက်ခြေ (၁၀၃၂-၁၀၃၄)၊ [37:8-10] အောက်ခြေ (၁၄၉၂-၁၄၉၃) စသည်တို့နှင့် တွဲဖက် လေ့လာပါရန်]",""
10,"“စင်စစ် (ဤပြောင်းလဲမှုသည်) ကမ္ဘာသူ ကမ္ဘာသားတို့နှင့် ပတ်သက်၍ အဆိုးကို ဖြစ်စေလိုသလော၊ သို့မဟုတ် သူတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်က သူတို့အား ဘဝလမ်းမှန်ရရှိ ရန် ရည်ရွယ်သလောဆိုသည်ကို ကျွန်ုပ်တို့၏ ဘဝ အတွေ့အကြုံအရ မသိရှိနိုင်ချေ”- 1851",""
11,"“အမှန်စင်စစ် ကျွန်ုပ်တို့အနက် အချို့မှာ ပြုပြင် ပြောင်းလဲရေး သမားများ ဖြစ်ကြ၍၊ အချို့မှာ အတိုက် အခံများ ဖြစ်ကြ၏။ ကျွန်ုပ်တို့သည် ကွဲပြားသော လမ်းစဉ်များပေါ်၌ ရှိနေကြ၏”-",""
12,"“ဧကန်စင်စစ် ကျွန်ုပ်တို့သည် ဤဒေသ၌ အလ္လာဟ် (၏ ရလဒ်တုံ့ပြန်မှု မသက်ရောက်ရန်) ပြုစွမ်းနိုင် ခြင်းလည်း အလျှင်း မရှိချေ။ (အခြားဒေသသို့) တိမ်းရှောင်၍၊ အရှင့် (တုံ့ပြန်ရလဒ် သက်ရောက်ခြင်း မရှိစေရန်) ပြုနိုင်စွမ်းလည်း အလျှင်း မရှိချေ”-",""
13,"“စင်စစ်တွင် ကျွန်ုပ်တို့သည် လူ့ဘဝ လမ်းညွှန်မှန် (ကုရ်အာန်) ကို ကြားနာကြရသောအခါ၊ ယုံ ကြည် ခဲ့ကြ၏။ သို့ဖြစ်ရာ မည်သူမဆို သူ့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသော အရှင့် (လမ်းညွှန်မှု မှန် ကန်ကြောင်း) ကို ယုံကြည်သည်ရှိသော်၊ သူသည် မိမိအခွင့်အရေးမှ လျော့နည်းသွားခြင်းနှင့် အဓမ္မပြု ခံရခြင်းတို့ကို စိုးရိမ်ရမည် မဟုတ်ပေ”-",""
14,"“ဧကန်စင်စစ် ကျွန်ုပ်တို့အနက် အချို့မှာ (အလ္လာ့ဟ်လမ်းညွှန်မှုအား နာခံခြင်းဖြင့်) ငြိမ်းချမ်း ရေး တည်ဆောက်သူများ ဖြစ်ကြ၍၊ အချို့မှာ (ငြိမ်းချမ်းမှုကို ပျက်စီးစေသော) မတရားမှု၌ ရှိနေကြ၏။ စင်စစ် ငြိမ်းချမ်းမှုကို ရှာဖွေ ဆည်းပူးသောသူတို့သာလျှင် ဘဝ လမ်းမှန်ကို ရရှိကြ၏။ (တစ်နည်း) ငြိမ်းချမ်းရေး ဝါဒီတို့မှာမူကား ဘဝ လမ်းမှန်ကို ရှာဖွေသူများ ဖြစ်ကြ၏”-",""
15,"“သို့ရာတွင် (ငြိမ်းချမ်းမှုကို ပျက်စီးစေ၍) မတရားမှုကို ဆည်းပူးသောသူတို့မှာ ဂျဟန္နန်မ် (လူ့အရည် အသွေး ကျဆင်းမှု၌) လောင်ကျွမ်းလျက် ရှိကြမည်” (ဟု မိမိတို့၏ ဂျင်န်မျိုးတူစုအား ပြောဆိုခဲ့ကြ ၏)။",""
16,"အကယ်၍ သူတို့သည် မှန်ကန်သော လမ်းစဉ်ပေါ်၌ စွဲမြဲစွာ ရပ်တည်ခဲ့ကြလျှင်၊ ငါသည် သူတို့၏ အရည်အချင်းကောင်းများ ပေါ်ထွက်စေခြင်းငှာ ရေကို ဖောဖောသီသီ တိုက်ကျွေးအံ့။ 1852 သို့သော် မည်သူမဆို သူ့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်၏ အဆုံးအမ (ကုရ်အာန်) မှ မျက် နှာလွှဲလျက် ရှိပါမူ၊ ခက်ခဲ ကြမ်းတမ်းသော အရေးယူ ဒဏ်ခတ်မှုသို့ ဆိုက်ရောက်စေအံ့။","16-17"
