"Ayat_id","mm_Translation","multi_ayats"
1,"သူတို့ သင့်အား သတ်မှတ်ချက်ထက်ပိုသော ပစ္စည်းများ 759 နှင့် စပ်လျဉ်း၍ မေးမြန်းကြ၏။ သင်သည် “သတ်မှတ်ချက်ထက်ပိုသော ပစ္စည်းများသည် အလ္လာဟ်နှင့် ရစူလ်တို့၏ ပိုင်ဆိုင်မှု ဖြစ်သည်” ဟု ဖြေ ကြားလော့။ 760 သို့ဖြစ်ရာ သင်တို့သည် (အလ္လာ့ဟ် ဥပဒေစည်းမျဉ်း များကို) ထိန်းသိမ်းကြလော့။ အချင်းချင်း အကြား၏သင့်မြတ်မှုကို ပြုကြလော့။ သင်တို့ လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သူများ ဖြစ် ကြလျှင် အလ္လာဟ်နှင့် အလ္လာ့ဟ်ရစူလ်ကို နာခံကြလော့။*@*[3:32] အောက်ခြေ (၃၆၁) [3:159] အောက်ခြေ (၄၃၄)",""
2,"အလ္လာဟ်၏ လမ်းညွှန်ဥပဒေ ထုတ်ဖော်ခံရသောအခါ စိတ်နှလုံးများ တုန်လှုပ်ခြင်း 761 ဖြစ်ပေါ်၍၊ အရှင့်အာယားသ် (သက်သေပြလမ်းညွှန်များကို) ချပြသောအခါ သက်ဝင်ယုံကြည်မှု တိုးတက် ကြံ့ခိုင်လာကြ သောသူတို့သည်သာလျှင် 762 လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်မည့်သူများ ဖြစ်ကြ၏။ သူတို့သည် မိမိတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသော အရှင့် (ပြဋ္ဌာန်းချက်များအပေါ် မိမိတို့၏ ဘဝများကို) ယုံပုံအားထား တည်ဆောက်ကြ၏။ 763",""
3,"(အထက်ဖော်ပြပါ မုအ်မင်န်တို့သည်) ဆွလာ့ဟ် (လူ့အရည်အသွေး တိုးတက်ရှင်သန်သည့် လူ့ဘောင်) ကို တည်ဆောက်ကြပြီး၊ ငါသူတို့အား ချီးမြှင့်ရာ ဘဝအထောက်အပံ့များမှ (လိုအပ်ချက် ရှိသူတို့ကို) မျှဝေ ပေးကြ ၏။*@*[[2:3] အောက်ခြေ (၂၀-၂၃)]",""
4,"သူတို့သည်ပင်လျှင် လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သူ “မုအ်မင်န်” အစစ်အမှန်များ ဖြစ်ကြ ၏။ သူတို့အဖို့ သူတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင့် (ရလဒ်ဖြစ်ထွန်းမှု ဥပဒေသ) အရ အဆင့်အတန်းများ၊ (တစ်နည်း) အခွင့်အလမ်းများ၊ အကာအကွယ်ပေးမှုနှင့် ဂုဏ်သိက္ခာရှိသော အထောက် အပံ့ တို့ ရှိနေသည်။",""
5,"စင်စစ် မုအ်မင်န်တို့အနက်မှ အုပ်စုတစ်စုသည် သင့်အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသော အရှင်က သင့်အား သင်၏ အိမ်မှ 764 ခိုင်လုံသော အကြောင်းပြချက်နှင့်အညီ ထွက်စေခြင်းကို အမှန်ပင် မနှစ်သက်ကြသကဲ့သို့ပင် ဖြစ်၏။ 765",""
6,"အခြေအနေမှန် ထင်ရှားခဲ့ပြီးဖြစ်ပါလျက်၊ သူတို့သည် မိမိတို့ကိုယ်တိုင် မျက်ဝါးထင်ထင် မြင်နေကြရ သော သေဘေးသို့ မောင်းနှင်ခံကြရသည့်အလား သင်နှင့် အချေအတင် ပြောဆိုနေကြ၏။ 766",""
7,"ထို့ပြင် အလ္လာဟ်သည် သင်တို့အား အုပ်စုနှစ်စုအနက် တစ်စုသည် သင်တို့အတွက်ဖြစ်ရမည်ဟု ကတိ ပြုစဉ်၊ သင်တို့က လက်နက်မဲ့သော အုပ်စုသည် မိမိတို့ (လက်အောက်သို့ ကျရောက်) ရန် လိုလားကြ၏။ 767 စင်စစ် အလ္လာဟ်သည် မိမိ၏ လမ်းညွှန်မှာကြားချက် ဥပဒေများအားဖြင့် အမှန်ကို အမှန်အတိုင်း ထင်ရှားစေရန် လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်သူတို့၏ အခြေအမြစ်ကို ဖြတ်တောက်ပစ်ရန် ရည်ရွယ် ပြဋ္ဌာန်းထားသည်။ 768",""
8,"ပြစ်မှုကျူးလွန်သူတို့ မနှစ်သက်သော်လည်း အမှန်သည် အမှန်ပင်ဖြစ်ကြောင်း၊ အမှားသည် အမှားပင် ဖြစ် ကြောင်း ထင်ရှားစေရန်လည်း ဖြစ်၏။",""
9,"သင်တို့သည် မိမိတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင့် (ပြဋ္ဌာန်းချက်နှင့်အညီ စီမံထား သော) အကူအညီကို ရှာဖွေဆည်းပူးကြသောအခါ၊ အရှင်က သင်တို့ကို အဆက်မပြတ်လာရောက် မည့် မလာအိကဟ်တစ်ထောင်ဖြင့် ကူညီမည်ဟု တုံ့ပြန်ခဲ့၏။*@*[မလာအိကဟ်တထောင်ဖြင့် ကူညီခြင်းဟူသော သဘောတရားအတွက် [3:124-125] နှင့် အောက်ခြေ (၄၂၁-၄၂၂) တို့တွင် ဖော်ပြထားသည်။ တွဲဖက်လေ့လာပါရန်]",""
10,"အလ္လာဟ်သည် ထို (ကူညီမှု) ကို သတင်းကောင်းနှင့် သင်တို့၏ စိတ်နှလုံးများ တည်ငြိမ်အေးချမ်းစေဖို့ ရန်သာလျှင် ပြုတော်မူ၏။ ကူညီမှုဟူသည်ကား အလ္လာဟ် (၏ ပြဋ္ဌာန်းချက်) အားဖြင့်သာလျှင် ပုံပေါ်၏။ စင်စစ်ဧကန် အလ္လာဟ်သည် နိုင်နင်း လွှမ်းမိုးမှုနှင့် ဆင်ခြင်တုံတရားတို့၏ အခြေအမြစ် ဖြစ်ပေ သည်။*@*[3:126]",""
