"Ayat_id","mm_Translation","multi_ayats"
1,"မေးမြန်းသူတစ်ဦးက သက်ရောက်လာမည့် အရေးယူ ဒဏ်ခတ်မှုနှင့် စပ်လျဉ်း၍ မေးမြန်းခဲ့၏။",""
2,"ကာဖှိရ် (လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်သောသူ) တို့အပေါ်မှ ထို (အရေးယူ ဒဏ်ခတ်မှု) ကို တွန်းလှန် ဖယ်ရှားမည့်သူဟူ၍ ရှိမည် မဟုတ်ပေ။",""
3,"လှေကားထစ်များ၏ ပိုင်ရှင်ဖြစ်သော* အလ္လာဟ်၏ ပြဋ္ဌာန်းချက်အားဖြင့် (သက်ရောက်ခြင်း ဖြစ်၏)။# (တစ်နည်း) #မေးမြန်းသူတစ်ဦးက ကာဖှိရ် (လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်သောသူ) တို့အပေါ် သက်ရောက်လာမည့် အရေးယူ ဒဏ်ခတ်မှုနှင့် စပ်လျဉ်း၍ မေးမြန်းခဲ့၏။ ထို (အရေးယူ ဒဏ်ခတ်မှု) သည် လှေကားထစ်များ ၏ ပိုင်ရှင်ဖြစ်သော* အလ္လာဟ်၏ ပြဋ္ဌာန်းချက်အားဖြင့် (သက်ရောက်ခြင်း ဖြစ်ရာ) ၎င်းကို တွန်းလှန် ဖယ်ရှား မည့်သူဟူ၍ တစ်ဦးမျှပင် မရှိပြီ။@*[(ذِى الْمَعَارِجِ) “လှေကားထစ်များ၏ ပိုင်ရှင်” ဟူသော အသုံးအနှုန်းအတွက် [17:1] အောက်ခြေ (၁၀၇၉) တွင်လေ့လာပါ ရန်]","1-3"
4,"နှစ်ပေါင်း ငါးသောင်းနှင့် ညီမျှသော ကာလတွင် မလာအိကဟ် (နိယာမ စွမ်းအားများ) နှင့် ရူးဟ် (ဆင် ခြင်မှုအခြေခံသော အသိဉာဏ်-ဝါ-ဝဟ်ယ်လမ်းညွှန်မှု) တို့သည် အရှင့် (ပြဋ္ဌာန်းချက်များ) ဆီသို့ တက်လှမ်းသွားတော့၏။*@* [ဤအာယဟ်နှင့် ပတ်သက်၍ [32:5] အောက်ခြေ (၁၄၂၆) တွင် လေ့လာနိုင်ပါသည်]#[ဆက်စပ်အာယဟ်များ [15:14] [22:47] [32:5] [35:10] [57:4] [78:38] [97:4]]",""
5,"သို့ဖြစ်ရာ သင်သည် ခံ့ညားသော ဇွဲလုံ့လဖြင့် တည်တံ့မြဲမြံစွာ ရပ်တည်လော့။",""
6,"ဧကန်ပင် သူတို့သည် ၎င်းကို ဝေးလံသည်ဟု ထင်မြင်ယူဆကြ၏။",""
7,"ငါ၏ သိမြင်မှုအရ နီးကပ်လှ၏။ 1836",""
8,"ထိုကာလတွင် အုပ်ချုပ်သူ လူတန်းစားသည် တွင်းထွက် သတ္ထုကဲ့သို့ အရည်ပျော်သွားပေမည်။*@* [ဤအာယဟ်ကို [55:37] အောက်ခြေ (၁၇၃၂) နှင့် တွဲဖက် လေ့လာပါရန်]#[(اَلسَّمَآءُ) ‘စမားအ်’ နှင့်ပတ်သက်၍ [7:96] အောက်ခြေ (၇၀၄) တွင် ကြည့်ပါ]",""
9,"ထို့ပြင် အာဏာရှင်များသည် (ဖတ်ထားပြီး) အရောင်ဆိုးထားသော ဝါဂွမ်းများပမာ (တစ်နည်း) သိုး မွေးများပမာ ဖြစ်သွားပေမည်။ 1837",""
10,"၎င်းပြင် ရင်းနှီးသော အဆွေခင်ပွန်း တစ်ဦးတစ်ယောက် ကမျှ အခြားရင်းနှီးသော အဆွေခင်ပွန်းအား မေးမြန်းမည် မဟုတ်ပေ။@[ဆက်စပ်အာယဟ် [26:101]]",""
11,"သူတို့သည် သူတို့၏ အခြေအနေများကို မြင်တွေ့လျက် ရှိကြမည်။ (တစ်နည်း) သူတို့၏ အခြေအနေ များသည် မျက်ဝါးထင်ထင် ပေါ်လွင်လျက် ရှိပေမည်။ ရာဇဝတ်သားတို့သည် ထိုကာလ၏ အရေးယူ ဒဏ်ခတ်မှုမှ လွတ်မြောက်ရန် မိမိ၏ သား၊ ကြင်ဖော်၊ ညီအစ်ကို၊ ခိုလှုံရာ ပေးခဲ့သော ဆွေမျိုးနီးစပ်တို့ နှင့် ကမ္ဘာဂြိုဟ်ရှိ အရာအားလုံးကို စုပေါင်း၍ လျော်ကြေးပေးကာ လွတ်မြောက်မှုရလျှင် ကောင်းစွဟု ဆန္ဒဖြစ်ပေါ်ကြပေမည်။","11-14"
15,"ထိုသို့ အလျှင်း မဖြစ်နိုင်။ ဧကန်စင်စစ် ၎င်းသည် ဟုန်းဟုန်း တောက်လျှက် ရှိမည်။",""
16,"လူ၏ အစွမ်းသတ္တိများကို ခွာပစ်၍ တန်ဖိုး မဲ့သွားစေမည့် (မီးတောက်ပင် ဖြစ်အံ့)။ 1838",""
17,"၎င်း (မီးတောက်) သည် (လူသားဝါဒ အခြေခံသော အစ္စလာ့မ်လူနေမှုစနစ်မှ) မျက်နှာလွှဲ၊ ကျောခိုင်းသွားသောသူ၊ ထို့ပြင် (ဥစ္စာ ပစ္စည်းများကို) စုဆောင်း သိုမှီး (၍ အခွင့်အရေး ရှိသူများကို ဥပေက္ခာပြုသော) သူအား ဖိတ်ခေါ်လျက် ရှိပေမည်။@[ဆက်စပ်အာယဟ် [104:2]]","17-18"
19,"ဧကန်စင်စစ် လူသားသည် လွန်စွာ လောဘကြီး၍ စေးနှဲသူအဖြစ် 1839 ဖြစ်ထွန်းခံခဲ့ရ၏။",""
20,"သူ့၌ အကျပ်အတည်း၊ ဘေးဒုက္ခ သက်ရောက်သောအခါ အညံ့ခံ အရှုံးပေးလေ့ ရှိ၏။ (တစ်နည်း) စိတ် ဓာတ် အကျကြီးကျ၍ ညည်းတွားလေ့ ရှိ၏။",""
21,"သို့သော် ကောင်းကျိုးချမ်းသာ သက်ရောက်သောအခါ၌မူ မျှဝေမှု မပြုဘဲ၊ တစ်ဦးတည်း မောင်ပိုင်စီး လေ့ ရှိ၏။",""
22,"သို့ရာတွင် မိမိတို့၏ ဆွလာ့ဟ်အပေါ် အစဉ်တစိုက်၊ တည်ကြည်ခိုင်မြဲစွာ ရပ်တည်ကြသော မုဆွလ္လီးန် (ဆွလာ့ဟ်တည်ဆောက်သောသူ) တို့မှာ (ထိုသို့ မဟုတ်ပေ)။ 1840","22-23"
24,"ထို့ပြင် သူတို့၏ ပိုင်ဆိုင်မှုများတွင် အကူအညီတောင်းသူနှင့် လိုအပ်ချက်ကို ဖြည့်ဆည်းနိုင်စွမ်း မရှိ သူတို့အဖို့ သတ်မှတ်ထားသော အခွင့်အရေးရှိ (ကြောင်း လက်ခံထားကြ) ၏။# (တစ်နည်း) သူတို့ထံ အကူအညီ တောင်းခံလာသူနှင့် လိုအပ်ချက်ကို ဖြည့်ဆည်းနိုင်စွမ်း မရှိသူတို့အဖို့ မိမိတို့၏ ပိုင်ဆိုင်မှုများ၌ အခွင့်အရေး သတ်မှတ်ပြီး ဖြစ်ကြောင်း နားလည်ထားကြ၏။ 1841","24-25"
26,"စင်စစ် သူတို့သည် (အလ္လာဟ်၏ စနစ်အားဖြင့်) ရလဒ် ပုံပေါ်လာမည့်ကာလအပေါ် ယုံကြည်ကြသည် နှင့်အညီ လက်တွေ့ ကျင့်သုံးမှု အားဖြင့် သက်သေပြကြ၏။# (တစ်နည်း) သူတို့သည် (အလ္လာဟ်၏ စနစ်အားဖြင့်) ရလဒ် ပုံပေါ်လာမည့်ကာလအား မှန်ကန်ကြောင်း ထောက်ခံကြ၏။ 1842",""
27,"ထို့ပြင် သူတို့သည် (ဆွလာဟ်တာဝန်များ ပျက်ကွက်ခြင်းကြောင့်) သူတို့အား ပျိုးထောင်မှုစနစ်အား ဖြင့် ဖွံ့ဖြိုးစေသောအရှင် (၏ တုံ့ပြန်ရလဒ်အရ) အရေးယူ ဒဏ်ခတ်မှု သက်ရောက်လာမည့်အရေးကို စိုးရိမ်ကြ၏။",""
