"Ayat_id","mm_Translation","multi_ayats"
1,"အလိဖှ်၊ လားမ်၊ ရာ။* (အလ္လာဟ်သည် အသိပညာနှင့် ပြည့်စုံ၍၊ သိမြင်မှု၏ အခြေအမြစ်ဖြစ်သည်) (တစ်နည်း) (ငါအလ္လာဟ်သည်သိမြင်မှု၏ အခြေအမြစ် ဖြစ်သည်) (တစ်နည်း) (အလ္လာဟ်သည် အသိ ပညာနှင့် ပြည့်စုံ၍၊ လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင့်မှုကို စီမံ၏) ဤသည် ငါက သင့်ထံ ချမှတ်ခဲ့သော ဥပဒေကျမ်းပင် ဖြစ်၏။ (ချမှတ်ရခြင်းမှာ) သင်သည် လူတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသော အရှင်၏ ပြဋ္ဌာန်းချက်နှင့်အညီ အမိုက်မှောင်အထပ်ထပ်မှ အလင်းရောင်ဆီသို့ ထုတ်ယူရန် ဖြစ်၏။ (ထိုအလင်း ရောင်သည်) နိုင်နင်းလွှမ်မိုးသော၊ အံ့မခန်းဖွယ် တည်ဆောက်မှုတို့ကို စီမံသော၊ အလ္လာဟ်၏ (ပြဋ္ဌာန်းချက်ဖြစ် သည့် လူ့ဘဝ ပန်းတိုင်သို့ ရောက်ရှိစေရာ) လမ်းကြောင်းပင် ဖြစ်၏။ 1003 စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့ရှိ အရာများသည် ထို (အလ္လာဟ်) ၏ ပိုင်ဆိုင်မှု၌ တည်ရှိ၏။ စင်စစ် ကာဖှိရ် (လုံခြုံမှုကို သွေဖည်ဆန့်ကျင်ကြ သောသူ) တို့အဖို့ ပြင်းထန်သော အရေးယူ ဒဏ်ခတ်မှု ကြောင့် ပျက်စီးဆုံးရှုံးမှုသည် ရှိ၏။ သူတို့သည် ပစ္စုပ္ပန် ဘဝ၏ ရှင်သန်မှုကို အနာဂတ် ရှင်သန်မှုထက် ဦးစားပေးကြ၏။ (တစ်နည်း) သဘောကျ နှစ်သက်ကြ ၏။ ထို့ပြင် အလ္လာဟ် (ပြဋ္ဌာန်းသော လူ့ဘဝ) လမ်းစဉ်မှ ဟန့်တားပိတ်ပင်ကြ၏။ ထိုမျှမက ယင်း (လမ်းစဉ်) ၌ ကွေ့ကောက်မှုကို ရှာဖွေကြ၏။ သူတို့သည်ကား လွန်စွာ အလှမ်းဝေးသော လမ်းလွဲ၌ ရှိနေကြ၏။","1-3"
4,"ငါသည် မည်သည့်ရစူလ်ကိုဖြစ်စေ၊ သူ့မျိုးတူစု၏ ဘာသာစကားဖြင့်သာ စေလွှတ်ခြင်း ဖြစ်၏။ သို့မှ သာ သူတို့သည် မိမိတို့၏ မျိုးတူစုတို့အား (ငါ၏ ပြဋ္ဌာန်းချက်များကို) ရှင်းလင်းစွာ ထုတ်ဖော်ပြောဆို နိုင်မည်ဖြစ် သည်။ 1004 ထို့နောက် အလ္လာဟ်သည် မိမိစံချိန်နှင့်အညီ လမ်းမှားသို့ ရောက်ရှိသူ၊ လမ်းမှန် သို့ ရောက်ရှိသူ ဟူ၍ သတ်မှတ်သည်။ (တစ်နည်း) မိမိစံချိန်အရ မည်သူသည် လမ်းမှား၌ ရှိ၍၊ မည်သူ သည် လမ်းမှန်၌ ရှိသည်ဆိုသည်ကို သတ်မှတ်သည်။ 1005 စင်စစ် အရှင်သည် နိုင်နင်းလွှမ်မိုးသော၊ ဆင်ခြင် ဉာဏ်၏ အခြေအမြစ်ဖြစ်သောအရှင် ဖြစ်၏။",""
5,"ဧကန်စင်စစ် ငါသည် မူဆာအား မိမိအာယားသ် (သက်သေပြ လမ်းညွှန်များ) နှင့်တကွ စေလွှတ်ခဲ့၍၊ “သင်သည် မိမိမျိုးတူစုအား အမိုက်မှောင်အထပ်ထပ်မှ အလင်းရောင်ဆီသို့ ထုတ်ဆောင်ပါလေ။ ထို့ပြင် အလ္လာဟ်၏ ကာလများကို 1005 အမှတ်ရစေလော့။ ဧကန်အမှန် ဤသည်၌ တည်ကြည်ကြံ့ခိုင်သူ၊ ကြိုးစား အားထုတ်၍ အရည်အချင်းများကို ဖော်ထုတ်သူတိုင်းအဖို့ အာယားသ် (သက်သေပြ လမ်းညွှန်များ) အမှန်ပင်ရှိသည်” (ဟု ညွှန်ကြားခဲ့၏)။",""
6,"ထို့ပြင် မူဆာက မိမိမျိုးတူစုအား “သင်တို့ အလ္လာဟ်၏ ချီးမြှင့်မှုများကို ထုတ်ဖော်ကြလော့။ တစ်ချိန်က အရှင်သည် သင်တို့အား ဖှိရ်အောင်န်၏ နောက်လိုက်များက သက်ရောက်စေခဲ့သော ရက်စက် ကြမ်းကြုတ်မှု များမှ လွတ်မြောက်စေခဲ့၏။ သူတို့သည် သင်တို့မှ ကိုယ်စွမ်းကိုယ်စ ရှိသူတို့ကို ချိုးနှိမ်၍၊ အစွမ်းအစမရှိ သူတို့ အား အကြောင်းပြုကာ၊ ရှင်သန်မှုကိုဆည်းပူးကြ၏။ ဤသည်၌ သင်တို့အား ပျိုးထောင်မှုစနစ်နှင့် အညီဖွံ့ဖြိုး စေသော အရှင့်ထံမှ ကြီးစွာသော အရည်အချင်း ဖော်ထုတ်မှု ရှိသည်”ဟု ပြောဆိုခဲ့၏။*@*[[2:49] အောက်ခြေ (၁၀၃-၁၀၄)၊ [7:141] အောက်ခြေ (၇၁၉)]#[ဆက်စပ်အာယဟ်များ [2:49] [7:141] [28:4] [40:25]]",""
7,"ထို့ပြင် တစ်ချိန်တွင် သင်တို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်က အသိပေးခဲ့သည်မှာ၊ သင်တို့ အရည်အချင်းတိုးတက်လာစေရန် ဆောင်ရွက်ကြလျှင် သင်တို့ (ရရှိထားသော အရာများ၌) တိုးပွားစေ မည်။ သို့ရာတွင် သင်တို့ (တိုးပွားစေမှုကို) တန်ဖိုးမထားကြလျှင် ငါ (ပြဋ္ဌာန်းသော) ပြင်း ထန်သည့် အရေး ယူ ဒဏ်ခတ်မှု (သက်ရောက်လာပေမည်)။",""
8,"ထို့ပြင် မူဆာက “သင်တို့နှင့်တကွ ကမ္ဘာပေါ်တွင် ရှိသမျှသော လူသားတို့သည် (အလ္လာဟ်၏ ချီးမြှင့်မှု အပေါ်) တန်ဖိုးမထားကြလျှင်၊ ဧကန်စင်စစ် အလ္လာဟ်သည် လိုလားတောင့်တမှု ကင်း၍ အံ့မခန်းဖွယ် လက်ရာရှင် (တစ်နည်း) ချီးမွမ်းမှု၏ အခြေအမြစ် ဖြစ်၏။",""
9,"သင်တို့ထံ သင်တို့ထက်အလျင် ရှိခဲ့ကြသော နူးဟ်၏ မျိုးတူစု၊ အားဒ်၏ မျိုးတူစု၊ စမူးဒ်၏ မျိုးတူစုနှင့် သူတို့နောက်တွင် ရှိခဲ့ကြသော မျိုးတူစုတို့၏ သတင်းများ မရောက်ရှိခဲ့သလော။ သူတို့ (၏ ဖြစ်ရပ်မှန် များ) ကို အလ္လာဟ်မှတစ်ပါး မည်သူမျှ (တိတိကျကျ) မှတ်တမ်းတင်ထားခြင်း မရှိချေ။ သူတို့ထံ သူတို့၏ ရစူလ်များ သည် ထင်ရှားသော လမ်းညွှန်ချက်များကို ယူဆောင်လာခဲ့ကြ၏။ သူတို့သည် မိမိတို့၏ လက်များကို ယင်း (ရ စူလ်) များ၏ ပါးစပ်များထဲသို့ ထိုးသွင်းခဲ့ကြသည်။ 1006 ထို့ပြင် သူတို့က “ဧကန်စင်စစ် ကျွန်ုပ်တို့သည် သင်တို့ ယူဆောင်လာကြသော (လမ်းညွှန်မှု) ကို လက်ခံကြမည် မဟုတ်ပါ။ စင်စစ် ကျွန်ုပ်တို့သည် သင်တို့ ဖိတ်ခေါ် လျက် ရှိသော (ဒီးန်) နှင့်စပ်လျဉ်း၍ စိတ်မတင်မကျ ဖြစ်စေသော ဒွိဟသံသယ၌ အမှန်ပင် ရှိနေကြသည်” ဟု တုံ့ပြန်ကြ၏။",""
10,"သူတို့၏ ရစူလ်များက “သင်တို့သည် စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့ကို စတင်ဖြစ်ထွန်းစေသော 1007 အလ္လာဟ်နှင့် ပတ်သက်၍ သံသယ ဖြစ်နေကြသလော။ အရှင်သည် သင်တို့၏ အပြစ်များမှ ဖြစ်ပေါ် လာမည့် (ဆိုးကျိုးများအား) ကာကွယ်ပေးရန်နှင့် သတ်မှတ်ထားသည့် ကာလတိုင်အောင် ရွှေ့ဆိုင်း ထားရန် ဖိတ်ခေါ် ခြင်း ဖြစ်သည်” ဟု ပြောဆိုကြ၏။ သူတို့က “သင်တို့သည် ကျွန်ုပ်တို့နှင့်ထပ်တူ တူညီသော လူသားများသာ* ဖြစ်ကြသည်။ ကျွန်ုပ်တို့အား ကျွန်ုပ်တို့၏ ဘိုး၊ ဘေးများ ဩဇာခံခဲ့ကြ သော အားထားရာများမှ ပိတ်ပင်တားဆီး ရန် ရည်ရွယ်လျက် ရှိကြပေသည်။ သို့ဖြစ်ရာ သင်တို့သည် ကျွန်ုပ်တို့ထံ ထင်ရှားသော သက်သေအထောက် အထားကို 1008 ယူလာကြလော့” ဟု ခွန်းတုံ့ပြန်ကြ ၏။*@*[13:38] အောက်ခြေ (၉၉၇)",""
11,"သူတို့အား သူတို့၏ ရစူလ်တို့က “ကျွန်ုပ်တို့သည် သင်တို့နှင့် ထပ်တူ တူညီသော လူသားများသာ* ဖြစ် ကြပေသည်။ သို့ရာတွင် အလ္လာဟ်သည် မိမိဩဇာခံများအနက်မှ စံချိန်နှင့် ညီညွတ်သူအပေါ် ကျေးဇူး ပြု၏။ 1009 အလ္လာဟ်၏ ဥပဒေနှင့် ညီညွတ်မှုမရှိဘဲ သင်တို့အပေါ် လွှမ်းမိုးနိုင်ရန် ကျွန်ုပ်တို့ မစွမ်း ဆောင်နိုင်ကြ ချေ။** (တစ်နည်း) ကျွန်ုပ်တို့သည် အလ္လာဟ်၏ ပြဋ္ဌာန်းချက် အားဖြင့် သာလျှင် သင်တို့ထံ သက်သေ အထောက် အထားကို ယူဆောင်လာနိုင်ကြပေမည်။ စင်စစ် လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သော သူတို့သည် အလ္လာ့ဟ် (ပြဋ္ဌာန်းချက်) အပေါ် ယုံပုံအားထား ကိုးစားထိုက်၏”-***@[13:38] အောက်ခြေ (၉၉၇) #** [14:10] အောက်ခြေ (၁၀၀၈) #*** [3:122] အောက်ခြေ (၄၁၉)",""
12,"“စင်စစ် ကျွန်ုပ်တို့သည် အလ္လာ့ဟ် (ပြဋ္ဌာန်းချက်များ) အပေါ် ယုံပုံအားထားမှု မပြုကြရန် မည်သည့် အကြောင်း ရှိပါသနည်း။ ဧကန်ပင် အရှင်သည် ကျွန်ုပ်တို့အား ကျွန်ုပ်တို့ လျှောက်လှမ်းကြရမည့် လမ်း များကို ညွှန်ပြခဲ့သည်။ သို့ဖြစ်ရာ ကျွန်ုပ်တို့သည် သင်တို့ သက်ရောက်စေသော ဘေးဒုက္ခများအပေါ် အမှန်ပင် ဇွဲသတ္တိဖြင့် ရပ်တည်ကြရပေမည်။ စင်စစ် ယုံပုံအားထားသောသူတို့သည် အရှင့် (ပြဋ္ဌာန်း ချက်များ) အပေါ်၌သာ ယုံပုံအားထားသင့်သည်” ဟု တုံ့ပြန် ပြောဆိုကြ၏။",""
