"Ayat_id","mm_Translation","multi_ayats"
1,"(ဤသည်) ဆင်ခြင်ဉာဏ်၏ အခြေအမြစ်ဖြစ်သော၊ နိုင်နင်းလွှမ်းမိုးသော အလ္လာ့ဟ် ပြဋ္ဌာန်းချက် နှင့်အညီ ချမှတ်ပေးသော ဥပဒေကျမ်းဖြစ်၏။",""
2,"ဧကန်အမှန် ငါသည် သင့်ထံသို့ ဥပဒေကျမ်းကို ပကတိသစ္စာတရားနှင့်အညီ ချမှတ်ခဲ့၏။ သို့ဖြစ်ရာ သင်သည် အလ္လာ့ဟ်အား ဩဇာရှင်အဖြစ် ခံယူလော့။ ဒီးန် (လူ့ဘဝ တည်ဆောက်မှုစနစ်) ကို အရှင့် အတွက်သာ သီးသန့် ဖြစ်စေလော့။",""
3,"မှတ်သား နာယူကြလော့။ အရောအနှောကင်းသည့် ဒီးန် (စနစ်) မှာ* အလ္လာ့ဟ်ပိုင်ဆိုင်မှု၌သာ ရှိ၏။ သို့ရာတွင် အလ္လာ့ဟ်အပြင် အခြား ကာကွယ် စောင့်ရှောက် သူများကို ဖန်တီးထားကြသောသူတို့က “ကျွန်ုပ်တို့သည် သူတို့အား ကိုးကွယ် ဆည်းကပ်ရာအဖြစ် မှတ်ယူခြင်းမှာ အလ္လာဟ် (ပြဋ္ဌာန်းအပ်သော ရလဒ်ကောင်းများ) နှင့် နီးစပ်စေရန် (တစ်နည်း) အလ္လာ့ဟ် (စည်းမျဉ်း) အားဖြင့် အဆင့်အတန်းမြင့်မားလာရန် ဖြစ်သည်” (ဟု ဆိုကြ၏)။ ဧကန်စင်စစ် အလ္လာဟ်သည် သူတို့အကြား ကွဲလွဲနေမှုနှင့် စပ်လျဉ်း၍ (ဤကုရ်အာန်အားဖြင့်) အမှန်ပင် အဆုံးအဖြတ်ပြုမည် ဖြစ်၏။ ဧကန်အမှန် အလ္လာဟ်သည် အမှန်ကို ဖုံးကွယ်သော မုသာဝါဒီအား ဘဝလမ်းမှန်ကို ညွှန်ပြသည် မဟုတ်ပေ။@* [3:19] အောက်ခြေ (၃၅၀) #[ဆက်စပ်အာယဟ်များ [5:35] [17:57]]",""
4,"အကယ်၍ အလ္လာ့ဟ်ပြဋ္ဌာန်းချက် ရှိလျှင်၊ အရှင်သည် မိမိစံချိန်နှင့်အညီ ဖြစ်ထွန်းစေသောသူတို့မှ သားတစ်ယောက်ကို အမှန်ပင် ရွေးချယ်ခဲ့ပြီး ဖြစ်မည်။ အရှင် (သည် လိုလားတောင့်တမှု ကင်းသောကြောင့် ဤသို့ ပြုလုပ်ခြင်း) နှင့် အပ်စပ်မှု မရှိချေ။ အရှင်သည် ဩဇာလွှမ်းမိုးသော၊ တစ်ပါးတည်းသော အလ္လာဟ်ပင် ဖြစ်၏။",""
5,"အရှင်သည် စကြဝဠာများနှင့် ကမ္ဘာဂြိုဟ်တို့ကို တိကျ မှန်ကန်စွာ ဖြစ်ထွန်းစေခဲ့၏။ အရှင်သည် ည၏ အမှောင်ကို နေ့၏ အလင်းအပေါ်၌ ရစ်ပတ်စေ၍၊ နေ့၏ အလင်းကို ည၏ အမှောင်အပေါ် ရစ်ပတ်စေ ၏။ ထို့ပြင် နေနှင့် လတို့ကို ဩဇာခံစေ၏။ (တစ်နည်း) အသုံးချခံ ဖြစ်စေခဲ့၏။ ၎င်းတို့ အသီးသီးမှာ သတ်မှတ်ကာလတစ်ခုတိုင်အောင် လှည့်ပတ်သွားလာလျက် ရှိနေကြ၏။ သတိပြုကြလော့၊ အရှင် သည် (ဆိုးကျိုးများမှ) လွန်စွာ ထိန်းသိမ်းစောင့်ရှောက်သော၊ နိုင်နင်း လွှမ်းမိုးသောအရှင် ဖြစ်၏။",""
6,"အရှင်သည် သင်တို့အား သက်ရှိ ကလာပ်စည်း တစ်ခုတည်းမှ ဖြစ်ထွန်းစေခဲ့၏။ ထို့နောက် ၎င်းမှ အဖော်ကို ဖြစ်ထွန်းစေခဲ့၏။ ထို့ပြင် (ကုလားအုတ်၊ နွား၊ သိုး၊ ဆိတ်) စသည့် တိရစ္ဆာန် ရှစ်စုံ (နှင့် ပတ် သက်၍ သင်တို့၏ အယူအဆ မှားယွင်းမှုအတွက် စည်းမျဉ်းများ) ချမှတ်ပေးခဲ့၏။* အရှင်သည် သင်တို့အား မိခင်များ၏ ဝမ်းဗိုက်အတွင်း အမှောင်သုံးထပ်၌ 1539 တစ်ဆင့်ပြီး တစ်ဆင့် တိုးတက်ဖြစ်ထွန်းစေခဲ့၏။ ဤသည်ပင် သင်တို့အား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေသောအရှင်၊ အလ္လာဟ်ဖြစ်၏။ အုပ်ချုပ်မှုအာဏာသည် အရှင့်ပိုင်ဆိုင်မှု၌ ရှိ၏။ အရှင်မှတစ်ပါး အားထားခိုလှုံရာ (တစ်နည်း) လွှမ်းမိုး အုပ်ချုပ်သောအရှင်ဟူ၍ အလျှင်းမရှိချေ။ သို့ပါလျက် သင်တို့သည် (အလ္လာ့ဟ်စည်းမျဉ်းများအား လျစ်လျူရှု၍) အဘယ်သို့ ပြန်လှည့်စေခြင်း ခံနေကြရသနည်း။",""
7,"အကယ်၍ သင်တို့သည် (အလ္လာ့ဟ်ပြဋ္ဌာန်းချက်များ) ကို သွေဖည်ဆန့်ကျင်ကြလျှင်၊ ဧကန်စင်စစ် (သိ ထားကြရမည်မှာ) အလ္လာဟ်သည် သင်တို့ (၏ နာခံမှု) အပေါ်မှီခိုအားထားသည့်အရှင် မဟုတ်ပေ။ စင်စစ် အလ္လာဟ်သည် မိမိဩဇာခံများ၏ သွေဖည် ဆန့်ကျင်မှုမှ ကောင်းကျိုးကို ဖြစ်ပေါ်စေသည် မဟုတ်ပေ။ သင်တို့သည် (အလ္လာ့ဟ် လမ်းညွှန်မှု နှင့်အညီ) ကြိုးစားအား ထုတ် ကြမည်ဆိုလျှင် ထို (အားထုတ်မှု အားဖြင့်) သင်တို့အဖို့ ရလဒ်ကောင်းများကို ဖြစ်ထွန်းစေမည်ဖြစ်၏။ စင်စစ် မည်သည့် သယ်ပိုး သူကမျှ အခြားသူ၏ ဝန်ထုပ်ကို သယ်ပိုးမည် မဟုတ်ပေ။ တစ်ဖန် သင်တို့သည် မိမိတို့အား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေ သော အရှင် (၏ တုံ့ပြန်ရလဒ်) ဆီသို့ ပြန်လှည့်ကြရမည်။ ထိုအခါ သင်တို့ ဆောင်ရွက်ခဲ့သမျှတို့ကို သင်တို့အား အသိပေး မည်။ ဧကန်စင်စစ် အရှင်၏ သိမှု (ဥပဒေသ) သည် စိတ်တွင်း၌ ရှိသည်တို့ကို လွှမ်းခြုံသိရှိ၏။",""
8,"စင်စစ် လူသား၌ ဘေးဒုက္ခတစ်စုံတစ်ခု ထိတွေ့သောအခါ၊ မိမိအား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုး စေသော အရှင့် ပြဋ္ဌာန်း ချက် နှင့်အညီ ဦးတည် လျှောက်ထား၏။ ထို့နောက် သူ့အားအရှင်က ကျေးဇူး ပြုခဲ့ရာ သူသည် ယခင်က ဘေးဒုက္ခနှင့် စပ်လျဉ်း၍ လျှောက်ထားခဲ့မှုကို မေ့လျော့သွားခဲ့၏။ ၎င်းပြင် သူတစ်ပါးတို့အား အရှင်ပြဋ္ဌာန်းအပ်သော လူ့ဘဝလမ်းစဉ်မှ လွဲချော်စေရန် အလ္လာဟ်နှင့် ဂုဏ်ရည်တူ များကို ဖန်တီးခဲ့၏။ သင် ပြောလော့၊ “သင်သည် မိမိ၏ သွေဖည်ဆန့်ကျင်မှုအားဖြင့် အနည်းငယ်မျှ သော အကျိုးကျေးဇူးကို ခံစားလော့။ ဧကန်ပင် သင်သည် အပူမီး၏ အပေါင်းအဖော်များမှ ဖြစ်၏။”",""
9,"မည်သူသည် ဥပဒေစိုးမိုးမှုမရှိသော ကာလများတွင်* ကျိုးနွံနာခံခြင်းနှင့် အခိုင်အမာ ရပ်တည်ခြင်း ဖြင့်** အရှင့်ညွှန်ကြား ချက်ကို လက်တွေ့တည်ဆောက်သူ ဖြစ်သနည်း။ သူသည် အနာဂတ်ကာလ (နှင့်စပ်လျဉ်း၍ ဆုံးရှုံးမည်) ကို စိုးရိမ်၏။ ထို့ပြင် မိမိအား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသော အရှင်၏ လုံခြုံမှုပါဝင်သော ထောက်ပံ့မြှင့်တင်မှုကို မျှော်လင့်၏။ သင်သည် “ပညာရှိနှင့် ပညာမဲ့သည် တူညီသလော” ဟု မေးမြန်းလော့။ စင်စစ် အသိဉာဏ် ရင့်သန်သူတို့သာလျှင် တရားရယူကြ၏။ (တစ်နည်း) ဆင်ခြင်ဉာဏ်ကို အသုံးပြုကြ၏။@* [3:113] အောက်ခြေ (၄၁၅) ** [33:35] အောက်ခြေ (၁၄၄၅)",""
10,"သင် ပြောလော့၊ (အရှင်က မိန့်သည်မှာ) “လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်ကြသော ငါ၏ ဩဇာခံတို့၊ သင်တို့ သည် မိမိတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင် (၏ စည်းမျဉ်းများ နှင့်အညီ ကိုယ်ရည်ကိုယ်သွေးများကို) ထိန်း သိမ်း ကြလော့။ ပစ္စုပ္ပန်တွင် (ငါ၏ ပြဋ္ဌာန်းချက်များနှင့် အညီ) ဘဝကို ဟန်ချက်မျှစွာ တည်ဆောက်ကြသောသူတို့အဖို့ ကောင်း ကျိုးချမ်းသာသည် ရှိ၏။ စင်စစ် အလ္လာဟ်၏ မြေကမ္ဘာသည် ကျယ်ဝန်းလှ၏။ တည်ကြည်ကြံ့ခိုင်စွာ ရပ်တည်ကြသော သူတို့ သာလျှင် မိမိတို့၏ ကောင်းကျိုးကို အပြည့်အဝ၊ အသင်္ချေအသင်္ချာ ချီးမြှင့်ခြင်း ခံရအံ့။",""
